"climateSegment","speciesName","count"
"d Climate Segment "," Lobelia siphilitica",6
"e Climate Segment "," Lobelia siphilitica",8
"f Climate Segment "," Lobelia siphilitica",6
"a Climate Segment "," Lobelia spicata",13
"b Climate Segment "," Lobelia spicata",5
"c Climate Segment "," Lobelia spicata",1
"d Climate Segment "," Lobelia spicata",2
"e Climate Segment "," Lobelia spicata",2
"f Climate Segment "," Lobelia spicata",2
"a Climate Segment "," Lonicera canadensis",2
"b Climate Segment "," Lonicera canadensis",0
"c Climate Segment "," Lonicera canadensis",0
"d Climate Segment "," Lonicera canadensis",0
"e Climate Segment "," Lonicera canadensis",0
"f Climate Segment "," Lonicera canadensis",0
"a Climate Segment "," Lonicera dioica",8
"b Climate Segment "," Lonicera dioica",2
"c Climate Segment "," Lonicera dioica",1
"d Climate Segment "," Lonicera dioica",0
"e Climate Segment "," Lonicera dioica",2
"f Climate Segment "," Lonicera dioica",0
"a Climate Segment "," Lonicera reticulata",4
"b Climate Segment "," Lonicera reticulata",3
"c Climate Segment "," Lonicera reticulata",2
"d Climate Segment "," Lonicera reticulata",1
"e Climate Segment "," Lonicera reticulata",0
"f Climate Segment "," Lonicera reticulata",1
"a Climate Segment "," Ludwigia alternifolia",10
"b Climate Segment "," Ludwigia alternifolia",4
"c Climate Segment "," Ludwigia alternifolia",4
"d Climate Segment "," Ludwigia alternifolia",6
"e Climate Segment "," Ludwigia alternifolia",12
"f Climate Segment "," Ludwigia alternifolia",6
"a Climate Segment "," Ludwigia decurrens",0
"b Climate Segment "," Ludwigia decurrens",0
"c Climate Segment "," Ludwigia decurrens",0
"d Climate Segment "," Ludwigia decurrens",0
"e Climate Segment "," Ludwigia decurrens",1
"f Climate Segment "," Ludwigia decurrens",2
"a Climate Segment "," Ludwigia glandulosa",0
"b Climate Segment "," Ludwigia glandulosa",0
"c Climate Segment "," Ludwigia glandulosa",0
"d Climate Segment "," Ludwigia glandulosa",0
"e Climate Segment "," Ludwigia glandulosa",0
"f Climate Segment "," Ludwigia glandulosa",1
"a Climate Segment "," Ludwigia palustris",11
"b Climate Segment "," Ludwigia palustris",6
"c Climate Segment "," Ludwigia palustris",4
"d Climate Segment "," Ludwigia palustris",2
"e Climate Segment "," Ludwigia palustris",5
"f Climate Segment "," Ludwigia palustris",4
"a Climate Segment "," Ludwigia peploides",0
"b Climate Segment "," Ludwigia peploides",0
"c Climate Segment "," Ludwigia peploides",0
"d Climate Segment "," Ludwigia peploides",1
"e Climate Segment "," Ludwigia peploides",0
"f Climate Segment "," Ludwigia peploides",0
"a Climate Segment "," Ludwigia polycarpa",10
"b Climate Segment "," Ludwigia polycarpa",2
"c Climate Segment "," Ludwigia polycarpa",3
"d Climate Segment "," Ludwigia polycarpa",1
"e Climate Segment "," Ludwigia polycarpa",5
"f Climate Segment "," Ludwigia polycarpa",4
"a Climate Segment "," Ludwigia sphaerocarpa",5
"b Climate Segment "," Ludwigia sphaerocarpa",0
"c Climate Segment "," Ludwigia sphaerocarpa",0
"d Climate Segment "," Ludwigia sphaerocarpa",0
"e Climate Segment "," Ludwigia sphaerocarpa",0
"f Climate Segment "," Ludwigia sphaerocarpa",1
"a Climate Segment "," Lupinus perennis",15
"b Climate Segment "," Lupinus perennis",2
"c Climate Segment "," Lupinus perennis",0
"d Climate Segment "," Lupinus perennis",0
"e Climate Segment "," Lupinus perennis",0
"f Climate Segment "," Lupinus perennis",0
"a Climate Segment "," Luzula acuminata",0
"b Climate Segment "," Luzula acuminata",1
"c Climate Segment "," Luzula acuminata",0
"d Climate Segment "," Luzula acuminata",0
"e Climate Segment "," Luzula acuminata",0
"f Climate Segment "," Luzula acuminata",0
"a Climate Segment "," Luzula bulbosa",5
"b Climate Segment "," Luzula bulbosa",2
"c Climate Segment "," Luzula bulbosa",0
"d Climate Segment "," Luzula bulbosa",1
"e Climate Segment "," Luzula bulbosa",0
"f Climate Segment "," Luzula bulbosa",1
"a Climate Segment "," Luzula echinata",0
"b Climate Segment "," Luzula echinata",5
"c Climate Segment "," Luzula echinata",11
"d Climate Segment "," Luzula echinata",9
"e Climate Segment "," Luzula echinata",15
"f Climate Segment "," Luzula echinata",4
"a Climate Segment "," Luzula multiflora",13
"b Climate Segment "," Luzula multiflora",7
"c Climate Segment "," Luzula multiflora",0
"d Climate Segment "," Luzula multiflora",0
"e Climate Segment "," Luzula multiflora",0
"f Climate Segment "," Luzula multiflora",0
"a Climate Segment "," Lycopodiella inundata",1
"b Climate Segment "," Lycopodiella inundata",0
"c Climate Segment "," Lycopodiella inundata",0
"d Climate Segment "," Lycopodiella inundata",0
"e Climate Segment "," Lycopodiella inundata",0
"f Climate Segment "," Lycopodiella inundata",0
"a Climate Segment "," Lycopodiella subappressa",1
"b Climate Segment "," Lycopodiella subappressa",0
"c Climate Segment "," Lycopodiella subappressa",0
"d Climate Segment "," Lycopodiella subappressa",0
"e Climate Segment "," Lycopodiella subappressa",0
"f Climate Segment "," Lycopodiella subappressa",0
"a Climate Segment "," Lycopus americanus",16
"b Climate Segment "," Lycopus americanus",11
"c Climate Segment "," Lycopus americanus",10
"d Climate Segment "," Lycopus americanus",6
"e Climate Segment "," Lycopus americanus",6
"f Climate Segment "," Lycopus americanus",4
"a Climate Segment "," Lycopus amplectens",2
"b Climate Segment "," Lycopus amplectens",0
"c Climate Segment "," Lycopus amplectens",0
"d Climate Segment "," Lycopus amplectens",0
"e Climate Segment "," Lycopus amplectens",0
"f Climate Segment "," Lycopus amplectens",0
"a Climate Segment "," Lycopus rubellus",6
"b Climate Segment "," Lycopus rubellus",6
"c Climate Segment "," Lycopus rubellus",3
"d Climate Segment "," Lycopus rubellus",2
"e Climate Segment "," Lycopus rubellus",3
"f Climate Segment "," Lycopus rubellus",3
"a Climate Segment "," Lycopus uniflorus",13
"b Climate Segment "," Lycopus uniflorus",5
"c Climate Segment "," Lycopus uniflorus",4
"d Climate Segment "," Lycopus uniflorus",0
"e Climate Segment "," Lycopus uniflorus",0
"f Climate Segment "," Lycopus uniflorus",0
"a Climate Segment "," Lycopus virginicus",0
"b Climate Segment "," Lycopus virginicus",0
"c Climate Segment "," Lycopus virginicus",1
"d Climate Segment "," Lycopus virginicus",4
"e Climate Segment "," Lycopus virginicus",8
"f Climate Segment "," Lycopus virginicus",3
"a Climate Segment "," Lysimachia arvensis",0
"b Climate Segment "," Lysimachia arvensis",0
"c Climate Segment "," Lysimachia arvensis",1
"d Climate Segment "," Lysimachia arvensis",4
"e Climate Segment "," Lysimachia arvensis",5
"f Climate Segment "," Lysimachia arvensis",3
"a Climate Segment "," Lysimachia borealis",6
"b Climate Segment "," Lysimachia borealis",1
"c Climate Segment "," Lysimachia borealis",0
"d Climate Segment "," Lysimachia borealis",0
"e Climate Segment "," Lysimachia borealis",0
"f Climate Segment "," Lysimachia borealis",0
"a Climate Segment "," Lysimachia ciliata",11
"b Climate Segment "," Lysimachia ciliata",13
"c Climate Segment "," Lysimachia ciliata",16
"d Climate Segment "," Lysimachia ciliata",10
"e Climate Segment "," Lysimachia ciliata",8
"f Climate Segment "," Lysimachia ciliata",6
"a Climate Segment "," Lysimachia hybrida",2
"b Climate Segment "," Lysimachia hybrida",0
"c Climate Segment "," Lysimachia hybrida",0
"d Climate Segment "," Lysimachia hybrida",2
"e Climate Segment "," Lysimachia hybrida",1
"f Climate Segment "," Lysimachia hybrida",0
"a Climate Segment "," Lysimachia lanceolata",13
"b Climate Segment "," Lysimachia lanceolata",6
"c Climate Segment "," Lysimachia lanceolata",5
"d Climate Segment "," Lysimachia lanceolata",7
"e Climate Segment "," Lysimachia lanceolata",11
"f Climate Segment "," Lysimachia lanceolata",7
"a Climate Segment "," Lysimachia minima",0
"b Climate Segment "," Lysimachia minima",0
"c Climate Segment "," Lysimachia minima",0
"d Climate Segment "," Lysimachia minima",2
"e Climate Segment "," Lysimachia minima",4
"f Climate Segment "," Lysimachia minima",4
"a Climate Segment "," Lysimachia quadriflora",12
"b Climate Segment "," Lysimachia quadriflora",11
"c Climate Segment "," Lysimachia quadriflora",4
"d Climate Segment "," Lysimachia quadriflora",3
"e Climate Segment "," Lysimachia quadriflora",3
"f Climate Segment "," Lysimachia quadriflora",0
"a Climate Segment "," Lysimachia quadrifolia",9
"b Climate Segment "," Lysimachia quadrifolia",0
"c Climate Segment "," Lysimachia quadrifolia",0
"d Climate Segment "," Lysimachia quadrifolia",1
"e Climate Segment "," Lysimachia quadrifolia",6
"f Climate Segment "," Lysimachia quadrifolia",3
"a Climate Segment "," Lysimachia terrestris",13
"b Climate Segment "," Lysimachia terrestris",3
"c Climate Segment "," Lysimachia terrestris",0
"d Climate Segment "," Lysimachia terrestris",0
"e Climate Segment "," Lysimachia terrestris",0
"f Climate Segment "," Lysimachia terrestris",0
"a Climate Segment "," Lysimachia thyrsiflora",9
"b Climate Segment "," Lysimachia thyrsiflora",3
"c Climate Segment "," Lysimachia thyrsiflora",1
"d Climate Segment "," Lysimachia thyrsiflora",0
"e Climate Segment "," Lysimachia thyrsiflora",0
"f Climate Segment "," Lysimachia thyrsiflora",0
"a Climate Segment "," Lythrum alatum",17
"b Climate Segment "," Lythrum alatum",7
"c Climate Segment "," Lythrum alatum",3
"d Climate Segment "," Lythrum alatum",5
"e Climate Segment "," Lythrum alatum",2
"f Climate Segment "," Lythrum alatum",3
"a Climate Segment "," Magnolia acuminata",0
"b Climate Segment "," Magnolia acuminata",0
"c Climate Segment "," Magnolia acuminata",0
"d Climate Segment "," Magnolia acuminata",1
"e Climate Segment "," Magnolia acuminata",2
"f Climate Segment "," Magnolia acuminata",1
"a Climate Segment "," Magnolia tripetala",0
"b Climate Segment "," Magnolia tripetala",0
"c Climate Segment "," Magnolia tripetala",0
"d Climate Segment "," Magnolia tripetala",0
"e Climate Segment "," Magnolia tripetala",1
"f Climate Segment "," Magnolia tripetala",0
"a Climate Segment "," Maianthemum canadense",12
"b Climate Segment "," Maianthemum canadense",4
"c Climate Segment "," Maianthemum canadense",0
"d Climate Segment "," Maianthemum canadense",0
"e Climate Segment "," Maianthemum canadense",1
"f Climate Segment "," Maianthemum canadense",0
"a Climate Segment "," Maianthemum racemosum",15
"b Climate Segment "," Maianthemum racemosum",16
"c Climate Segment "," Maianthemum racemosum",14
"d Climate Segment "," Maianthemum racemosum",12
"e Climate Segment "," Maianthemum racemosum",15
"f Climate Segment "," Maianthemum racemosum",7
"a Climate Segment "," Maianthemum stellatum",12
"b Climate Segment "," Maianthemum stellatum",9
"c Climate Segment "," Maianthemum stellatum",3
"d Climate Segment "," Maianthemum stellatum",1
"e Climate Segment "," Maianthemum stellatum",0
"f Climate Segment "," Maianthemum stellatum",1
"a Climate Segment "," Malaxis unifolia",1
"b Climate Segment "," Malaxis unifolia",0
"c Climate Segment "," Malaxis unifolia",0
"d Climate Segment "," Malaxis unifolia",0
"e Climate Segment "," Malaxis unifolia",0
"f Climate Segment "," Malaxis unifolia",0
"a Climate Segment "," Malus coronaria",9
"b Climate Segment "," Malus coronaria",10
"c Climate Segment "," Malus coronaria",12
"d Climate Segment "," Malus coronaria",5
"e Climate Segment "," Malus coronaria",6
"f Climate Segment "," Malus coronaria",2
"a Climate Segment "," Malus ioensis",7
"b Climate Segment "," Malus ioensis",2
"c Climate Segment "," Malus ioensis",1
"d Climate Segment "," Malus ioensis",2
"e Climate Segment "," Malus ioensis",1
"f Climate Segment "," Malus ioensis",2
"a Climate Segment "," Manfreda virginica",0
"b Climate Segment "," Manfreda virginica",0
"c Climate Segment "," Manfreda virginica",0
"d Climate Segment "," Manfreda virginica",2
"e Climate Segment "," Manfreda virginica",4
"f Climate Segment "," Manfreda virginica",4
"a Climate Segment "," Matelea obliqua",0
"b Climate Segment "," Matelea obliqua",0
"c Climate Segment "," Matelea obliqua",0
"d Climate Segment "," Matelea obliqua",1
"e Climate Segment "," Matelea obliqua",2
"f Climate Segment "," Matelea obliqua",2
"a Climate Segment "," Matteuccia struthiopteris",2
"b Climate Segment "," Matteuccia struthiopteris",1
"c Climate Segment "," Matteuccia struthiopteris",0
"d Climate Segment "," Matteuccia struthiopteris",0
"e Climate Segment "," Matteuccia struthiopteris",0
"f Climate Segment "," Matteuccia struthiopteris",0
"a Climate Segment "," Medeola virginiana",11
"b Climate Segment "," Medeola virginiana",5
"c Climate Segment "," Medeola virginiana",5
"d Climate Segment "," Medeola virginiana",2
"e Climate Segment "," Medeola virginiana",3
"f Climate Segment "," Medeola virginiana",1
"a Climate Segment "," Medicago sativa",3
"b Climate Segment "," Medicago sativa",2
"c Climate Segment "," Medicago sativa",0
"d Climate Segment "," Medicago sativa",0
"e Climate Segment "," Medicago sativa",1
"f Climate Segment "," Medicago sativa",1
"a Climate Segment "," Melampyrum lineare",5
"b Climate Segment "," Melampyrum lineare",0
"c Climate Segment "," Melampyrum lineare",0
"d Climate Segment "," Melampyrum lineare",0
"e Climate Segment "," Melampyrum lineare",0
"f Climate Segment "," Melampyrum lineare",0
"a Climate Segment "," Melica mutica",0
"b Climate Segment "," Melica mutica",0
"c Climate Segment "," Melica mutica",0
"d Climate Segment "," Melica mutica",0
"e Climate Segment "," Melica mutica",1
"f Climate Segment "," Melica mutica",2
"a Climate Segment "," Melica nitens",0
"b Climate Segment "," Melica nitens",2
"c Climate Segment "," Melica nitens",0
"d Climate Segment "," Melica nitens",1
"e Climate Segment "," Melica nitens",1
"f Climate Segment "," Melica nitens",1
"a Climate Segment "," Melothria pendula",0
"b Climate Segment "," Melothria pendula",0
"c Climate Segment "," Melothria pendula",0
"d Climate Segment "," Melothria pendula",0
"e Climate Segment "," Melothria pendula",1
"f Climate Segment "," Melothria pendula",2
"a Climate Segment "," Menispermum canadense",1
"b Climate Segment "," Menispermum canadense",5
"c Climate Segment "," Menispermum canadense",5
"d Climate Segment "," Menispermum canadense",6
"e Climate Segment "," Menispermum canadense",5
"f Climate Segment "," Menispermum canadense",5
"a Climate Segment "," Mentha canadensis",15
"b Climate Segment "," Mentha canadensis",8
"c Climate Segment "," Mentha canadensis",5
"d Climate Segment "," Mentha canadensis",5
"e Climate Segment "," Mentha canadensis",0
"f Climate Segment "," Mentha canadensis",3
"a Climate Segment "," Mentha longifolia",2
"b Climate Segment "," Mentha longifolia",1
"c Climate Segment "," Mentha longifolia",1
"d Climate Segment "," Mentha longifolia",0
"e Climate Segment "," Mentha longifolia",0
"f Climate Segment "," Mentha longifolia",0
"a Climate Segment "," Menyanthes trifoliata",8
"b Climate Segment "," Menyanthes trifoliata",2
"c Climate Segment "," Menyanthes trifoliata",0
"d Climate Segment "," Menyanthes trifoliata",0
"e Climate Segment "," Menyanthes trifoliata",0
"f Climate Segment "," Menyanthes trifoliata",0
"a Climate Segment "," Mertensia virginica",0
"b Climate Segment "," Mertensia virginica",5
"c Climate Segment "," Mertensia virginica",3
"d Climate Segment "," Mertensia virginica",3
"e Climate Segment "," Mertensia virginica",7
"f Climate Segment "," Mertensia virginica",2
"a Climate Segment "," Micranthes pensylvanica",14
"b Climate Segment "," Micranthes pensylvanica",8
"c Climate Segment "," Micranthes pensylvanica",6
"d Climate Segment "," Micranthes pensylvanica",1
"e Climate Segment "," Micranthes pensylvanica",0
"f Climate Segment "," Micranthes pensylvanica",0
"a Climate Segment "," Micranthes virginiensis",0
"b Climate Segment "," Micranthes virginiensis",0
"c Climate Segment "," Micranthes virginiensis",0
"d Climate Segment "," Micranthes virginiensis",0
"e Climate Segment "," Micranthes virginiensis",2
"f Climate Segment "," Micranthes virginiensis",2
"a Climate Segment "," Microthlaspi perfoliatum",0
"b Climate Segment "," Microthlaspi perfoliatum",0
"c Climate Segment "," Microthlaspi perfoliatum",0
"d Climate Segment "," Microthlaspi perfoliatum",0
"e Climate Segment "," Microthlaspi perfoliatum",0
"f Climate Segment "," Microthlaspi perfoliatum",1
"a Climate Segment "," Mikania scandens",1
"b Climate Segment "," Mikania scandens",0
"c Climate Segment "," Mikania scandens",0
"d Climate Segment "," Mikania scandens",0
"e Climate Segment "," Mikania scandens",0
"f Climate Segment "," Mikania scandens",0
"a Climate Segment "," Milium effusum",3
"b Climate Segment "," Milium effusum",1
"c Climate Segment "," Milium effusum",0
"d Climate Segment "," Milium effusum",0
"e Climate Segment "," Milium effusum",0
"f Climate Segment "," Milium effusum",0
"a Climate Segment "," Mimulus alatus",0
"b Climate Segment "," Mimulus alatus",7
"c Climate Segment "," Mimulus alatus",10
"d Climate Segment "," Mimulus alatus",9
"e Climate Segment "," Mimulus alatus",13
"f Climate Segment "," Mimulus alatus",7
"a Climate Segment "," Mimulus ringens",16
"b Climate Segment "," Mimulus ringens",12
"c Climate Segment "," Mimulus ringens",9
"d Climate Segment "," Mimulus ringens",5
"e Climate Segment "," Mimulus ringens",6
"f Climate Segment "," Mimulus ringens",2
"a Climate Segment "," Minuartia michauxii",4
"b Climate Segment "," Minuartia michauxii",1
"c Climate Segment "," Minuartia michauxii",0
"d Climate Segment "," Minuartia michauxii",0
"e Climate Segment "," Minuartia michauxii",0
"f Climate Segment "," Minuartia michauxii",0
"a Climate Segment "," Minuartia patula",0
"b Climate Segment "," Minuartia patula",2
"c Climate Segment "," Minuartia patula",0
"d Climate Segment "," Minuartia patula",0
"e Climate Segment "," Minuartia patula",0
"f Climate Segment "," Minuartia patula",0
"a Climate Segment "," Mirabilis jalapa",0
"b Climate Segment "," Mirabilis jalapa",0
"c Climate Segment "," Mirabilis jalapa",1
"d Climate Segment "," Mirabilis jalapa",0
"e Climate Segment "," Mirabilis jalapa",0
"f Climate Segment "," Mirabilis jalapa",0
"a Climate Segment "," Mitchella repens",6
"b Climate Segment "," Mitchella repens",2
"c Climate Segment "," Mitchella repens",4
"d Climate Segment "," Mitchella repens",3
"e Climate Segment "," Mitchella repens",8
"f Climate Segment "," Mitchella repens",0
"a Climate Segment "," Mitella diphylla",8
"b Climate Segment "," Mitella diphylla",11
"c Climate Segment "," Mitella diphylla",13
"d Climate Segment "," Mitella diphylla",3
"e Climate Segment "," Mitella diphylla",4
"f Climate Segment "," Mitella diphylla",0
"a Climate Segment "," Moehringia lateriflora",6
"b Climate Segment "," Moehringia lateriflora",4
"c Climate Segment "," Moehringia lateriflora",7
"d Climate Segment "," Moehringia lateriflora",1
"e Climate Segment "," Moehringia lateriflora",0
"f Climate Segment "," Moehringia lateriflora",0
"a Climate Segment "," Monarda bradburiana",0
"b Climate Segment "," Monarda bradburiana",0
"c Climate Segment "," Monarda bradburiana",0
"d Climate Segment "," Monarda bradburiana",0
"e Climate Segment "," Monarda bradburiana",1
"f Climate Segment "," Monarda bradburiana",1
"a Climate Segment "," Monarda clinopodia",0
"b Climate Segment "," Monarda clinopodia",0
"c Climate Segment "," Monarda clinopodia",1
"d Climate Segment "," Monarda clinopodia",1
"e Climate Segment "," Monarda clinopodia",7
"f Climate Segment "," Monarda clinopodia",1
"a Climate Segment "," Monarda fistulosa",16
"b Climate Segment "," Monarda fistulosa",10
"c Climate Segment "," Monarda fistulosa",4
"d Climate Segment "," Monarda fistulosa",6
"e Climate Segment "," Monarda fistulosa",9
"f Climate Segment "," Monarda fistulosa",3
"a Climate Segment "," Monarda punctata",8
"b Climate Segment "," Monarda punctata",0
"c Climate Segment "," Monarda punctata",0
"d Climate Segment "," Monarda punctata",0
"e Climate Segment "," Monarda punctata",0
"f Climate Segment "," Monarda punctata",0
"a Climate Segment "," Monotropa uniflora",9
"b Climate Segment "," Monotropa uniflora",4
"c Climate Segment "," Monotropa uniflora",5
"d Climate Segment "," Monotropa uniflora",2
"e Climate Segment "," Monotropa uniflora",8
"f Climate Segment "," Monotropa uniflora",5
"a Climate Segment "," Morus rubra",0
"b Climate Segment "," Morus rubra",5
"c Climate Segment "," Morus rubra",9
"d Climate Segment "," Morus rubra",8
"e Climate Segment "," Morus rubra",8
"f Climate Segment "," Morus rubra",5
"a Climate Segment "," Muhlenbergia bushii",0
"b Climate Segment "," Muhlenbergia bushii",1
"c Climate Segment "," Muhlenbergia bushii",0
"d Climate Segment "," Muhlenbergia bushii",0
"e Climate Segment "," Muhlenbergia bushii",5
"f Climate Segment "," Muhlenbergia bushii",3
"a Climate Segment "," Muhlenbergia capillaris",0
"b Climate Segment "," Muhlenbergia capillaris",0
"c Climate Segment "," Muhlenbergia capillaris",0
"d Climate Segment "," Muhlenbergia capillaris",0
"e Climate Segment "," Muhlenbergia capillaris",0
"f Climate Segment "," Muhlenbergia capillaris",1
"a Climate Segment "," Muhlenbergia cuspidata",0
"b Climate Segment "," Muhlenbergia cuspidata",1
"c Climate Segment "," Muhlenbergia cuspidata",0
"d Climate Segment "," Muhlenbergia cuspidata",0
"e Climate Segment "," Muhlenbergia cuspidata",0
"f Climate Segment "," Muhlenbergia cuspidata",0
"a Climate Segment "," Muhlenbergia frondosa",8
"b Climate Segment "," Muhlenbergia frondosa",10
"c Climate Segment "," Muhlenbergia frondosa",6
"d Climate Segment "," Muhlenbergia frondosa",8
"e Climate Segment "," Muhlenbergia frondosa",9
"f Climate Segment "," Muhlenbergia frondosa",6
"a Climate Segment "," Muhlenbergia glabrifloris",0
"b Climate Segment "," Muhlenbergia glabrifloris",0
"c Climate Segment "," Muhlenbergia glabrifloris",1
"d Climate Segment "," Muhlenbergia glabrifloris",1
"e Climate Segment "," Muhlenbergia glabrifloris",0
"f Climate Segment "," Muhlenbergia glabrifloris",2
"a Climate Segment "," Muhlenbergia glomerata",11
"b Climate Segment "," Muhlenbergia glomerata",3
"c Climate Segment "," Muhlenbergia glomerata",1
"d Climate Segment "," Muhlenbergia glomerata",0
"e Climate Segment "," Muhlenbergia glomerata",0
"f Climate Segment "," Muhlenbergia glomerata",0
"a Climate Segment "," Muhlenbergia mexicana",16
"b Climate Segment "," Muhlenbergia mexicana",8
"c Climate Segment "," Muhlenbergia mexicana",10
"d Climate Segment "," Muhlenbergia mexicana",1
"e Climate Segment "," Muhlenbergia mexicana",1
"f Climate Segment "," Muhlenbergia mexicana",0
"a Climate Segment "," Muhlenbergia schreberi",13
"b Climate Segment "," Muhlenbergia schreberi",8
"c Climate Segment "," Muhlenbergia schreberi",8
"d Climate Segment "," Muhlenbergia schreberi",8
"e Climate Segment "," Muhlenbergia schreberi",10
"f Climate Segment "," Muhlenbergia schreberi",6
"a Climate Segment "," Muhlenbergia sobolifera",0
"b Climate Segment "," Muhlenbergia sobolifera",5
"c Climate Segment "," Muhlenbergia sobolifera",4
"d Climate Segment "," Muhlenbergia sobolifera",7
"e Climate Segment "," Muhlenbergia sobolifera",8
"f Climate Segment "," Muhlenbergia sobolifera",6
"a Climate Segment "," Muhlenbergia sylvatica",1
"b Climate Segment "," Muhlenbergia sylvatica",4
"c Climate Segment "," Muhlenbergia sylvatica",3
"d Climate Segment "," Muhlenbergia sylvatica",2
"e Climate Segment "," Muhlenbergia sylvatica",3
"f Climate Segment "," Muhlenbergia sylvatica",3
"a Climate Segment "," Muhlenbergia tenuiflora",3
"b Climate Segment "," Muhlenbergia tenuiflora",5
"c Climate Segment "," Muhlenbergia tenuiflora",1
"d Climate Segment "," Muhlenbergia tenuiflora",4
"e Climate Segment "," Muhlenbergia tenuiflora",5
"f Climate Segment "," Muhlenbergia tenuiflora",1
"a Climate Segment "," Myosotis laxa",1
"b Climate Segment "," Myosotis laxa",0
"c Climate Segment "," Myosotis laxa",0
"d Climate Segment "," Myosotis laxa",0
"e Climate Segment "," Myosotis laxa",0
"f Climate Segment "," Myosotis laxa",0
"a Climate Segment "," Myosotis macrosperma",0
"b Climate Segment "," Myosotis macrosperma",0
"c Climate Segment "," Myosotis macrosperma",0
"d Climate Segment "," Myosotis macrosperma",1
"e Climate Segment "," Myosotis macrosperma",1
"f Climate Segment "," Myosotis macrosperma",2
"a Climate Segment "," Myosotis verna",11
"b Climate Segment "," Myosotis verna",6
"c Climate Segment "," Myosotis verna",1
"d Climate Segment "," Myosotis verna",4
"e Climate Segment "," Myosotis verna",7
"f Climate Segment "," Myosotis verna",5
"a Climate Segment "," Myosurus minimus",1
"b Climate Segment "," Myosurus minimus",0
"c Climate Segment "," Myosurus minimus",0
"d Climate Segment "," Myosurus minimus",0
"e Climate Segment "," Myosurus minimus",1
"f Climate Segment "," Myosurus minimus",2
"a Climate Segment "," Myriophyllum heterophyllum",5
"b Climate Segment "," Myriophyllum heterophyllum",1
"c Climate Segment "," Myriophyllum heterophyllum",0
"d Climate Segment "," Myriophyllum heterophyllum",0
"e Climate Segment "," Myriophyllum heterophyllum",0
"f Climate Segment "," Myriophyllum heterophyllum",0
"a Climate Segment "," Myriophyllum pinnatum",1
"b Climate Segment "," Myriophyllum pinnatum",0
"c Climate Segment "," Myriophyllum pinnatum",0
"d Climate Segment "," Myriophyllum pinnatum",0
"e Climate Segment "," Myriophyllum pinnatum",0
"f Climate Segment "," Myriophyllum pinnatum",0
"a Climate Segment "," Myriophyllum sibiricum",5
"b Climate Segment "," Myriophyllum sibiricum",2
"c Climate Segment "," Myriophyllum sibiricum",0
"d Climate Segment "," Myriophyllum sibiricum",0
"e Climate Segment "," Myriophyllum sibiricum",0
"f Climate Segment "," Myriophyllum sibiricum",0
"a Climate Segment "," Myriopteris lanosa",0
"b Climate Segment "," Myriopteris lanosa",0
"c Climate Segment "," Myriopteris lanosa",0
"d Climate Segment "," Myriopteris lanosa",1
"e Climate Segment "," Myriopteris lanosa",0
"f Climate Segment "," Myriopteris lanosa",1
"a Climate Segment "," Nabalus albus",7
"b Climate Segment "," Nabalus albus",1
"c Climate Segment "," Nabalus albus",0
"d Climate Segment "," Nabalus albus",1
"e Climate Segment "," Nabalus albus",0
"f Climate Segment "," Nabalus albus",0
"a Climate Segment "," Nabalus altissimus",8
"b Climate Segment "," Nabalus altissimus",8
"c Climate Segment "," Nabalus altissimus",5
"d Climate Segment "," Nabalus altissimus",7
"e Climate Segment "," Nabalus altissimus",9
"f Climate Segment "," Nabalus altissimus",5
"a Climate Segment "," Nabalus asper",7
"b Climate Segment "," Nabalus asper",0
"c Climate Segment "," Nabalus asper",0
"d Climate Segment "," Nabalus asper",0
"e Climate Segment "," Nabalus asper",1
"f Climate Segment "," Nabalus asper",1
"a Climate Segment "," Nabalus crepidineus",0
"b Climate Segment "," Nabalus crepidineus",2
"c Climate Segment "," Nabalus crepidineus",1
"d Climate Segment "," Nabalus crepidineus",0
"e Climate Segment "," Nabalus crepidineus",2
"f Climate Segment "," Nabalus crepidineus",0
"a Climate Segment "," Nabalus racemosus",11
"b Climate Segment "," Nabalus racemosus",4
"c Climate Segment "," Nabalus racemosus",2
"d Climate Segment "," Nabalus racemosus",0
"e Climate Segment "," Nabalus racemosus",0
"f Climate Segment "," Nabalus racemosus",0
"a Climate Segment "," Nabalus trifoliolatus",1
"b Climate Segment "," Nabalus trifoliolatus",0
"c Climate Segment "," Nabalus trifoliolatus",0
"d Climate Segment "," Nabalus trifoliolatus",0
"e Climate Segment "," Nabalus trifoliolatus",0
"f Climate Segment "," Nabalus trifoliolatus",0
"a Climate Segment "," Najas flexilis",9
"b Climate Segment "," Najas flexilis",3
"c Climate Segment "," Najas flexilis",0
"d Climate Segment "," Najas flexilis",0
"e Climate Segment "," Najas flexilis",0
"f Climate Segment "," Najas flexilis",0
"a Climate Segment "," Najas guadalupensis",5
"b Climate Segment "," Najas guadalupensis",2
"c Climate Segment "," Najas guadalupensis",0
"d Climate Segment "," Najas guadalupensis",0
"e Climate Segment "," Najas guadalupensis",0
"f Climate Segment "," Najas guadalupensis",1
"a Climate Segment "," Napaea dioica",0
"b Climate Segment "," Napaea dioica",3
"c Climate Segment "," Napaea dioica",1
"d Climate Segment "," Napaea dioica",0
"e Climate Segment "," Napaea dioica",0
"f Climate Segment "," Napaea dioica",0
"a Climate Segment "," Nasturtium officinale",6
"b Climate Segment "," Nasturtium officinale",4
"c Climate Segment "," Nasturtium officinale",5
