"","climateSegment","speciesName","count"
"5655","c Climate Segment "," Lespedeza capitata",0
"5656","d Climate Segment "," Lespedeza capitata",3
"5657","e Climate Segment "," Lespedeza capitata",1
"5658","f Climate Segment "," Lespedeza capitata",1
"5665","a Climate Segment "," Lespedeza hirta",12
"5666","b Climate Segment "," Lespedeza hirta",3
"5667","c Climate Segment "," Lespedeza hirta",0
"5668","d Climate Segment "," Lespedeza hirta",4
"5669","e Climate Segment "," Lespedeza hirta",7
"5670","f Climate Segment "," Lespedeza hirta",4
"5671","a Climate Segment "," Lespedeza procumbens",0
"5672","b Climate Segment "," Lespedeza procumbens",1
"5673","c Climate Segment "," Lespedeza procumbens",2
"5674","d Climate Segment "," Lespedeza procumbens",3
"5675","e Climate Segment "," Lespedeza procumbens",6
"5676","f Climate Segment "," Lespedeza procumbens",3
"5677","a Climate Segment "," Lespedeza repens",0
"5678","b Climate Segment "," Lespedeza repens",0
"5679","c Climate Segment "," Lespedeza repens",0
"5680","d Climate Segment "," Lespedeza repens",0
"5681","e Climate Segment "," Lespedeza repens",4
"5682","f Climate Segment "," Lespedeza repens",6
"5689","a Climate Segment "," Lespedeza violacea",8
"5690","b Climate Segment "," Lespedeza violacea",0
"5691","c Climate Segment "," Lespedeza violacea",3
"5692","d Climate Segment "," Lespedeza violacea",4
"5693","e Climate Segment "," Lespedeza violacea",10
"5694","f Climate Segment "," Lespedeza violacea",5
"5707","a Climate Segment "," Leucospora multifida",1
"5708","b Climate Segment "," Leucospora multifida",3
"5709","c Climate Segment "," Leucospora multifida",4
"5710","d Climate Segment "," Leucospora multifida",5
"5711","e Climate Segment "," Leucospora multifida",9
"5712","f Climate Segment "," Leucospora multifida",6
"5713","a Climate Segment "," Liatris aspera",12
"5714","b Climate Segment "," Liatris aspera",0
"5715","c Climate Segment "," Liatris aspera",0
"5716","d Climate Segment "," Liatris aspera",0
"5717","e Climate Segment "," Liatris aspera",0
"5718","f Climate Segment "," Liatris aspera",0
"5731","a Climate Segment "," Liatris scariosa",8
"5732","b Climate Segment "," Liatris scariosa",2
"5733","c Climate Segment "," Liatris scariosa",0
"5734","d Climate Segment "," Liatris scariosa",0
"5735","e Climate Segment "," Liatris scariosa",0
"5736","f Climate Segment "," Liatris scariosa",0
"5737","a Climate Segment "," Liatris spicata",14
"5738","b Climate Segment "," Liatris spicata",6
"5739","c Climate Segment "," Liatris spicata",2
"5740","d Climate Segment "," Liatris spicata",0
"5741","e Climate Segment "," Liatris spicata",2
"5742","f Climate Segment "," Liatris spicata",1
"5743","a Climate Segment "," Liatris squarrosa",0
"5744","b Climate Segment "," Liatris squarrosa",0
"5745","c Climate Segment "," Liatris squarrosa",0
"5746","d Climate Segment "," Liatris squarrosa",1
"5747","e Climate Segment "," Liatris squarrosa",1
"5748","f Climate Segment "," Liatris squarrosa",2
"5749","a Climate Segment "," Liatris squarrulosa",0
"5750","b Climate Segment "," Liatris squarrulosa",0
"5751","c Climate Segment "," Liatris squarrulosa",0
"5752","d Climate Segment "," Liatris squarrulosa",2
"5753","e Climate Segment "," Liatris squarrulosa",4
"5754","f Climate Segment "," Liatris squarrulosa",3
"5767","a Climate Segment "," Lilium michiganense",15
"5768","b Climate Segment "," Lilium michiganense",6
"5769","c Climate Segment "," Lilium michiganense",7
"5770","d Climate Segment "," Lilium michiganense",1
"5771","e Climate Segment "," Lilium michiganense",0
"5772","f Climate Segment "," Lilium michiganense",1
"5773","a Climate Segment "," Lilium philadelphicum",7
"5774","b Climate Segment "," Lilium philadelphicum",1
"5775","c Climate Segment "," Lilium philadelphicum",0
"5776","d Climate Segment "," Lilium philadelphicum",0
"5777","e Climate Segment "," Lilium philadelphicum",0
"5778","f Climate Segment "," Lilium philadelphicum",0
"5809","a Climate Segment "," Linum medium",2
"5810","b Climate Segment "," Linum medium",0
"5811","c Climate Segment "," Linum medium",1
"5812","d Climate Segment "," Linum medium",2
"5813","e Climate Segment "," Linum medium",7
"5814","f Climate Segment "," Linum medium",3
"5851","a Climate Segment "," Liquidambar styraciflua",0
"5852","b Climate Segment "," Liquidambar styraciflua",0
"5853","c Climate Segment "," Liquidambar styraciflua",1
"5854","d Climate Segment "," Liquidambar styraciflua",4
"5855","e Climate Segment "," Liquidambar styraciflua",7
"5856","f Climate Segment "," Liquidambar styraciflua",6
"5863","a Climate Segment "," Lithospermum canescens",10
"5864","b Climate Segment "," Lithospermum canescens",4
"5865","c Climate Segment "," Lithospermum canescens",0
"5866","d Climate Segment "," Lithospermum canescens",2
"5867","e Climate Segment "," Lithospermum canescens",2
"5868","f Climate Segment "," Lithospermum canescens",2
"5869","a Climate Segment "," Lithospermum caroliniense",13
"5870","b Climate Segment "," Lithospermum caroliniense",1
"5871","c Climate Segment "," Lithospermum caroliniense",0
"5872","d Climate Segment "," Lithospermum caroliniense",1
"5873","e Climate Segment "," Lithospermum caroliniense",0
"5874","f Climate Segment "," Lithospermum caroliniense",0
"5893","a Climate Segment "," Lobelia cardinalis",16
"5894","b Climate Segment "," Lobelia cardinalis",5
"5895","c Climate Segment "," Lobelia cardinalis",3
"5896","d Climate Segment "," Lobelia cardinalis",4
"5897","e Climate Segment "," Lobelia cardinalis",9
"5898","f Climate Segment "," Lobelia cardinalis",7
"5905","a Climate Segment "," Lobelia kalmii",12
"5906","b Climate Segment "," Lobelia kalmii",4
"5907","c Climate Segment "," Lobelia kalmii",2
"5908","d Climate Segment "," Lobelia kalmii",0
"5909","e Climate Segment "," Lobelia kalmii",0
"5910","f Climate Segment "," Lobelia kalmii",0
"5911","a Climate Segment "," Lobelia puberula",0
"5912","b Climate Segment "," Lobelia puberula",0
"5913","c Climate Segment "," Lobelia puberula",0
"5914","d Climate Segment "," Lobelia puberula",0
"5915","e Climate Segment "," Lobelia puberula",4
"5916","f Climate Segment "," Lobelia puberula",3
"5923","a Climate Segment "," Lobelia spicata",13
"5924","b Climate Segment "," Lobelia spicata",5
"5925","c Climate Segment "," Lobelia spicata",1
"5926","d Climate Segment "," Lobelia spicata",2
"5927","e Climate Segment "," Lobelia spicata",2
"5928","f Climate Segment "," Lobelia spicata",2
"5953","a Climate Segment "," Ludwigia decurrens",0
"5954","b Climate Segment "," Ludwigia decurrens",0
"5955","c Climate Segment "," Ludwigia decurrens",0
"5956","d Climate Segment "," Ludwigia decurrens",0
"5957","e Climate Segment "," Ludwigia decurrens",1
"5958","f Climate Segment "," Ludwigia decurrens",2
"5983","a Climate Segment "," Ludwigia sphaerocarpa",5
"5984","b Climate Segment "," Ludwigia sphaerocarpa",0
"5985","c Climate Segment "," Ludwigia sphaerocarpa",0
"5986","d Climate Segment "," Ludwigia sphaerocarpa",0
"5987","e Climate Segment "," Ludwigia sphaerocarpa",0
"5988","f Climate Segment "," Ludwigia sphaerocarpa",1
"5989","a Climate Segment "," Lupinus perennis",15
"5990","b Climate Segment "," Lupinus perennis",2
"5991","c Climate Segment "," Lupinus perennis",0
"5992","d Climate Segment "," Lupinus perennis",0
"5993","e Climate Segment "," Lupinus perennis",0
"5994","f Climate Segment "," Lupinus perennis",0
"6007","a Climate Segment "," Luzula echinata",0
"6008","b Climate Segment "," Luzula echinata",5
"6009","c Climate Segment "," Luzula echinata",11
"6010","d Climate Segment "," Luzula echinata",9
"6011","e Climate Segment "," Luzula echinata",15
"6012","f Climate Segment "," Luzula echinata",4
"6013","a Climate Segment "," Luzula multiflora",13
"6014","b Climate Segment "," Luzula multiflora",7
"6015","c Climate Segment "," Luzula multiflora",0
"6016","d Climate Segment "," Luzula multiflora",0
"6017","e Climate Segment "," Luzula multiflora",0
"6018","f Climate Segment "," Luzula multiflora",0
"6049","a Climate Segment "," Lycopus uniflorus",13
"6050","b Climate Segment "," Lycopus uniflorus",5
"6051","c Climate Segment "," Lycopus uniflorus",4
"6052","d Climate Segment "," Lycopus uniflorus",0
"6053","e Climate Segment "," Lycopus uniflorus",0
"6054","f Climate Segment "," Lycopus uniflorus",0
"6055","a Climate Segment "," Lycopus virginicus",0
"6056","b Climate Segment "," Lycopus virginicus",0
"6057","c Climate Segment "," Lycopus virginicus",1
"6058","d Climate Segment "," Lycopus virginicus",4
"6059","e Climate Segment "," Lycopus virginicus",8
"6060","f Climate Segment "," Lycopus virginicus",3
"6061","a Climate Segment "," Lysimachia arvensis",0
"6062","b Climate Segment "," Lysimachia arvensis",0
"6063","c Climate Segment "," Lysimachia arvensis",1
"6064","d Climate Segment "," Lysimachia arvensis",4
"6065","e Climate Segment "," Lysimachia arvensis",5
"6066","f Climate Segment "," Lysimachia arvensis",3
"6067","a Climate Segment "," Lysimachia borealis",6
"6068","b Climate Segment "," Lysimachia borealis",1
"6069","c Climate Segment "," Lysimachia borealis",0
"6070","d Climate Segment "," Lysimachia borealis",0
"6071","e Climate Segment "," Lysimachia borealis",0
"6072","f Climate Segment "," Lysimachia borealis",0
"6091","a Climate Segment "," Lysimachia minima",0
"6092","b Climate Segment "," Lysimachia minima",0
"6093","c Climate Segment "," Lysimachia minima",0
"6094","d Climate Segment "," Lysimachia minima",2
"6095","e Climate Segment "," Lysimachia minima",4
"6096","f Climate Segment "," Lysimachia minima",4
"6103","a Climate Segment "," Lysimachia quadrifolia",9
"6104","b Climate Segment "," Lysimachia quadrifolia",0
"6105","c Climate Segment "," Lysimachia quadrifolia",0
"6106","d Climate Segment "," Lysimachia quadrifolia",1
"6107","e Climate Segment "," Lysimachia quadrifolia",6
"6108","f Climate Segment "," Lysimachia quadrifolia",3
"6109","a Climate Segment "," Lysimachia terrestris",13
"6110","b Climate Segment "," Lysimachia terrestris",3
"6111","c Climate Segment "," Lysimachia terrestris",0
"6112","d Climate Segment "," Lysimachia terrestris",0
"6113","e Climate Segment "," Lysimachia terrestris",0
"6114","f Climate Segment "," Lysimachia terrestris",0
"6115","a Climate Segment "," Lysimachia thyrsiflora",9
"6116","b Climate Segment "," Lysimachia thyrsiflora",3
"6117","c Climate Segment "," Lysimachia thyrsiflora",1
"6118","d Climate Segment "," Lysimachia thyrsiflora",0
"6119","e Climate Segment "," Lysimachia thyrsiflora",0
"6120","f Climate Segment "," Lysimachia thyrsiflora",0
"6121","a Climate Segment "," Lythrum alatum",17
"6122","b Climate Segment "," Lythrum alatum",7
"6123","c Climate Segment "," Lythrum alatum",3
"6124","d Climate Segment "," Lythrum alatum",5
"6125","e Climate Segment "," Lythrum alatum",2
"6126","f Climate Segment "," Lythrum alatum",3
"6139","a Climate Segment "," Maianthemum canadense",12
"6140","b Climate Segment "," Maianthemum canadense",4
"6141","c Climate Segment "," Maianthemum canadense",0
"6142","d Climate Segment "," Maianthemum canadense",0
"6143","e Climate Segment "," Maianthemum canadense",1
"6144","f Climate Segment "," Maianthemum canadense",0
"6151","a Climate Segment "," Maianthemum stellatum",12
"6152","b Climate Segment "," Maianthemum stellatum",9
"6153","c Climate Segment "," Maianthemum stellatum",3
"6154","d Climate Segment "," Maianthemum stellatum",1
"6155","e Climate Segment "," Maianthemum stellatum",0
"6156","f Climate Segment "," Maianthemum stellatum",1
"6175","a Climate Segment "," Manfreda virginica",0
"6176","b Climate Segment "," Manfreda virginica",0
"6177","c Climate Segment "," Manfreda virginica",0
"6178","d Climate Segment "," Manfreda virginica",2
"6179","e Climate Segment "," Manfreda virginica",4
"6180","f Climate Segment "," Manfreda virginica",4
"6181","a Climate Segment "," Matelea obliqua",0
"6182","b Climate Segment "," Matelea obliqua",0
"6183","c Climate Segment "," Matelea obliqua",0
"6184","d Climate Segment "," Matelea obliqua",1
"6185","e Climate Segment "," Matelea obliqua",2
"6186","f Climate Segment "," Matelea obliqua",2
"6205","a Climate Segment "," Melampyrum lineare",5
"6206","b Climate Segment "," Melampyrum lineare",0
"6207","c Climate Segment "," Melampyrum lineare",0
"6208","d Climate Segment "," Melampyrum lineare",0
"6209","e Climate Segment "," Melampyrum lineare",0
"6210","f Climate Segment "," Melampyrum lineare",0
"6211","a Climate Segment "," Melica mutica",0
"6212","b Climate Segment "," Melica mutica",0
"6213","c Climate Segment "," Melica mutica",0
"6214","d Climate Segment "," Melica mutica",0
"6215","e Climate Segment "," Melica mutica",1
"6216","f Climate Segment "," Melica mutica",2
"6223","a Climate Segment "," Melothria pendula",0
"6224","b Climate Segment "," Melothria pendula",0
"6225","c Climate Segment "," Melothria pendula",0
"6226","d Climate Segment "," Melothria pendula",0
"6227","e Climate Segment "," Melothria pendula",1
"6228","f Climate Segment "," Melothria pendula",2
"6235","a Climate Segment "," Mentha canadensis",15
"6236","b Climate Segment "," Mentha canadensis",8
"6237","c Climate Segment "," Mentha canadensis",5
"6238","d Climate Segment "," Mentha canadensis",5
"6239","e Climate Segment "," Mentha canadensis",0
"6240","f Climate Segment "," Mentha canadensis",3
"6247","a Climate Segment "," Menyanthes trifoliata",8
"6248","b Climate Segment "," Menyanthes trifoliata",2
"6249","c Climate Segment "," Menyanthes trifoliata",0
"6250","d Climate Segment "," Menyanthes trifoliata",0
"6251","e Climate Segment "," Menyanthes trifoliata",0
"6252","f Climate Segment "," Menyanthes trifoliata",0
"6259","a Climate Segment "," Micranthes pensylvanica",14
"6260","b Climate Segment "," Micranthes pensylvanica",8
"6261","c Climate Segment "," Micranthes pensylvanica",6
"6262","d Climate Segment "," Micranthes pensylvanica",1
"6263","e Climate Segment "," Micranthes pensylvanica",0
"6264","f Climate Segment "," Micranthes pensylvanica",0
"6265","a Climate Segment "," Micranthes virginiensis",0
"6266","b Climate Segment "," Micranthes virginiensis",0
"6267","c Climate Segment "," Micranthes virginiensis",0
"6268","d Climate Segment "," Micranthes virginiensis",0
"6269","e Climate Segment "," Micranthes virginiensis",2
"6270","f Climate Segment "," Micranthes virginiensis",2
"6289","a Climate Segment "," Mimulus alatus",0
"6290","b Climate Segment "," Mimulus alatus",7
"6291","c Climate Segment "," Mimulus alatus",10
"6292","d Climate Segment "," Mimulus alatus",9
"6293","e Climate Segment "," Mimulus alatus",13
"6294","f Climate Segment "," Mimulus alatus",7
"6343","a Climate Segment "," Monarda clinopodia",0
"6344","b Climate Segment "," Monarda clinopodia",0
"6345","c Climate Segment "," Monarda clinopodia",1
"6346","d Climate Segment "," Monarda clinopodia",1
"6347","e Climate Segment "," Monarda clinopodia",7
"6348","f Climate Segment "," Monarda clinopodia",1
"6355","a Climate Segment "," Monarda punctata",8
"6356","b Climate Segment "," Monarda punctata",0
"6357","c Climate Segment "," Monarda punctata",0
"6358","d Climate Segment "," Monarda punctata",0
"6359","e Climate Segment "," Monarda punctata",0
"6360","f Climate Segment "," Monarda punctata",0
"6367","a Climate Segment "," Morus rubra",0
"6368","b Climate Segment "," Morus rubra",5
"6369","c Climate Segment "," Morus rubra",9
"6370","d Climate Segment "," Morus rubra",8
"6371","e Climate Segment "," Morus rubra",8
"6372","f Climate Segment "," Morus rubra",5
"6373","a Climate Segment "," Muhlenbergia bushii",0
"6374","b Climate Segment "," Muhlenbergia bushii",1
"6375","c Climate Segment "," Muhlenbergia bushii",0
"6376","d Climate Segment "," Muhlenbergia bushii",0
"6377","e Climate Segment "," Muhlenbergia bushii",5
"6378","f Climate Segment "," Muhlenbergia bushii",3
"6403","a Climate Segment "," Muhlenbergia glomerata",11
"6404","b Climate Segment "," Muhlenbergia glomerata",3
"6405","c Climate Segment "," Muhlenbergia glomerata",1
"6406","d Climate Segment "," Muhlenbergia glomerata",0
"6407","e Climate Segment "," Muhlenbergia glomerata",0
"6408","f Climate Segment "," Muhlenbergia glomerata",0
"6409","a Climate Segment "," Muhlenbergia mexicana",16
"6410","b Climate Segment "," Muhlenbergia mexicana",8
"6411","c Climate Segment "," Muhlenbergia mexicana",10
"6412","d Climate Segment "," Muhlenbergia mexicana",1
"6413","e Climate Segment "," Muhlenbergia mexicana",1
"6414","f Climate Segment "," Muhlenbergia mexicana",0
"6421","a Climate Segment "," Muhlenbergia sobolifera",0
"6422","b Climate Segment "," Muhlenbergia sobolifera",5
"6423","c Climate Segment "," Muhlenbergia sobolifera",4
"6424","d Climate Segment "," Muhlenbergia sobolifera",7
"6425","e Climate Segment "," Muhlenbergia sobolifera",8
"6426","f Climate Segment "," Muhlenbergia sobolifera",6
"6445","a Climate Segment "," Myosotis macrosperma",0
"6446","b Climate Segment "," Myosotis macrosperma",0
"6447","c Climate Segment "," Myosotis macrosperma",0
"6448","d Climate Segment "," Myosotis macrosperma",1
"6449","e Climate Segment "," Myosotis macrosperma",1
"6450","f Climate Segment "," Myosotis macrosperma",2
"6487","a Climate Segment "," Nabalus albus",7
"6488","b Climate Segment "," Nabalus albus",1
"6489","c Climate Segment "," Nabalus albus",0
"6490","d Climate Segment "," Nabalus albus",1
"6491","e Climate Segment "," Nabalus albus",0
"6492","f Climate Segment "," Nabalus albus",0
"6499","a Climate Segment "," Nabalus asper",7
"6500","b Climate Segment "," Nabalus asper",0
"6501","c Climate Segment "," Nabalus asper",0
"6502","d Climate Segment "," Nabalus asper",0
"6503","e Climate Segment "," Nabalus asper",1
"6504","f Climate Segment "," Nabalus asper",1
"6511","a Climate Segment "," Nabalus racemosus",11
"6512","b Climate Segment "," Nabalus racemosus",4
"6513","c Climate Segment "," Nabalus racemosus",2
"6514","d Climate Segment "," Nabalus racemosus",0
"6515","e Climate Segment "," Nabalus racemosus",0
"6516","f Climate Segment "," Nabalus racemosus",0
"6523","a Climate Segment "," Najas flexilis",9
"6524","b Climate Segment "," Najas flexilis",3
"6525","c Climate Segment "," Najas flexilis",0
"6526","d Climate Segment "," Najas flexilis",0
"6527","e Climate Segment "," Najas flexilis",0
"6528","f Climate Segment "," Najas flexilis",0
"6571","a Climate Segment "," Nuttallanthus canadensis",10
"6572","b Climate Segment "," Nuttallanthus canadensis",0
"6573","c Climate Segment "," Nuttallanthus canadensis",0
"6574","d Climate Segment "," Nuttallanthus canadensis",0
"6575","e Climate Segment "," Nuttallanthus canadensis",0
"6576","f Climate Segment "," Nuttallanthus canadensis",0
"6577","a Climate Segment "," Nymphaea odorata",12
"6578","b Climate Segment "," Nymphaea odorata",3
"6579","c Climate Segment "," Nymphaea odorata",1
"6580","d Climate Segment "," Nymphaea odorata",0
"6581","e Climate Segment "," Nymphaea odorata",0
"6582","f Climate Segment "," Nymphaea odorata",1
"6589","a Climate Segment "," Obolaria virginica",0
"6590","b Climate Segment "," Obolaria virginica",0
"6591","c Climate Segment "," Obolaria virginica",0
"6592","d Climate Segment "," Obolaria virginica",1
"6593","e Climate Segment "," Obolaria virginica",5
"6594","f Climate Segment "," Obolaria virginica",4
"6601","a Climate Segment "," Oenothera clelandii",10
"6602","b Climate Segment "," Oenothera clelandii",0
"6603","c Climate Segment "," Oenothera clelandii",0
"6604","d Climate Segment "," Oenothera clelandii",0
"6605","e Climate Segment "," Oenothera clelandii",0
"6606","f Climate Segment "," Oenothera clelandii",0
"6619","a Climate Segment "," Oenothera fruticosa",11
"6620","b Climate Segment "," Oenothera fruticosa",0
"6621","c Climate Segment "," Oenothera fruticosa",0
"6622","d Climate Segment "," Oenothera fruticosa",0
"6623","e Climate Segment "," Oenothera fruticosa",0
"6624","f Climate Segment "," Oenothera fruticosa",0
"6631","a Climate Segment "," Oenothera laciniata",5
"6632","b Climate Segment "," Oenothera laciniata",0
"6633","c Climate Segment "," Oenothera laciniata",0
"6634","d Climate Segment "," Oenothera laciniata",4
"6635","e Climate Segment "," Oenothera laciniata",4
"6636","f Climate Segment "," Oenothera laciniata",3
"6685","a Climate Segment "," Ophioglossum vulgatum",0
"6686","b Climate Segment "," Ophioglossum vulgatum",0
"6687","c Climate Segment "," Ophioglossum vulgatum",1
"6688","d Climate Segment "," Ophioglossum vulgatum",1
"6689","e Climate Segment "," Ophioglossum vulgatum",7
"6690","f Climate Segment "," Ophioglossum vulgatum",3
"6703","a Climate Segment "," Orbexilum pedunculatum",4
"6704","b Climate Segment "," Orbexilum pedunculatum",0
"6705","c Climate Segment "," Orbexilum pedunculatum",0
"6706","d Climate Segment "," Orbexilum pedunculatum",2
"6707","e Climate Segment "," Orbexilum pedunculatum",6
"6708","f Climate Segment "," Orbexilum pedunculatum",4
"6715","a Climate Segment "," Orobanche riparia",0
"6716","b Climate Segment "," Orobanche riparia",0
"6717","c Climate Segment "," Orobanche riparia",0
"6718","d Climate Segment "," Orobanche riparia",1
"6719","e Climate Segment "," Orobanche riparia",1
"6720","f Climate Segment "," Orobanche riparia",2
"6781","a Climate Segment "," Oxalis grandis",0
"6782","b Climate Segment "," Oxalis grandis",0
"6783","c Climate Segment "," Oxalis grandis",2
"6784","d Climate Segment "," Oxalis grandis",7
"6785","e Climate Segment "," Oxalis grandis",9
"6786","f Climate Segment "," Oxalis grandis",2
"6817","a Climate Segment "," Packera glabella",0
"6818","b Climate Segment "," Packera glabella",0
"6819","c Climate Segment "," Packera glabella",0
"6820","d Climate Segment "," Packera glabella",6
"6821","e Climate Segment "," Packera glabella",7
"6822","f Climate Segment "," Packera glabella",7
"6829","a Climate Segment "," Packera paupercula",5
"6830","b Climate Segment "," Packera paupercula",0
"6831","c Climate Segment "," Packera paupercula",0
"6832","d Climate Segment "," Packera paupercula",0
"6833","e Climate Segment "," Packera paupercula",0
"6834","f Climate Segment "," Packera paupercula",0
"6835","a Climate Segment "," Packera plattensis",11
"6836","b Climate Segment "," Packera plattensis",3
"6837","c Climate Segment "," Packera plattensis",1
"6838","d Climate Segment "," Packera plattensis",0
"6839","e Climate Segment "," Packera plattensis",0
"6840","f Climate Segment "," Packera plattensis",0
"6865","a Climate Segment "," Panicum flexile",8
"6866","b Climate Segment "," Panicum flexile",1
"6867","c Climate Segment "," Panicum flexile",2
"6868","d Climate Segment "," Panicum flexile",1
"6869","e Climate Segment "," Panicum flexile",8
"6870","f Climate Segment "," Panicum flexile",3
"6877","a Climate Segment "," Panicum philadelphicum",0
"6878","b Climate Segment "," Panicum philadelphicum",0
"6879","c Climate Segment "," Panicum philadelphicum",1
"6880","d Climate Segment "," Panicum philadelphicum",2
"6881","e Climate Segment "," Panicum philadelphicum",0
"6882","f Climate Segment "," Panicum philadelphicum",3
"6883","a Climate Segment "," Panicum tuckermanii",6
"6884","b Climate Segment "," Panicum tuckermanii",1
"6885","c Climate Segment "," Panicum tuckermanii",0
"6886","d Climate Segment "," Panicum tuckermanii",0
"6887","e Climate Segment "," Panicum tuckermanii",0
"6888","f Climate Segment "," Panicum tuckermanii",0
"6907","a Climate Segment "," Parnassia glauca",11
"6908","b Climate Segment "," Parnassia glauca",7
"6909","c Climate Segment "," Parnassia glauca",3
"6910","d Climate Segment "," Parnassia glauca",1
"6911","e Climate Segment "," Parnassia glauca",1
"6912","f Climate Segment "," Parnassia glauca",0
"6913","a Climate Segment "," Paronychia canadensis",15
"6914","b Climate Segment "," Paronychia canadensis",5
"6915","c Climate Segment "," Paronychia canadensis",3
"6916","d Climate Segment "," Paronychia canadensis",6
"6917","e Climate Segment "," Paronychia canadensis",15
"6918","f Climate Segment "," Paronychia canadensis",6
"6919","a Climate Segment "," Paronychia fastigiata",0
"6920","b Climate Segment "," Paronychia fastigiata",1
"6921","c Climate Segment "," Paronychia fastigiata",5
"6922","d Climate Segment "," Paronychia fastigiata",2
"6923","e Climate Segment "," Paronychia fastigiata",9
"6924","f Climate Segment "," Paronychia fastigiata",5
"6925","a Climate Segment "," Parthenium integrifolium",9
"6926","b Climate Segment "," Parthenium integrifolium",2
"6927","c Climate Segment "," Parthenium integrifolium",1
"6928","d Climate Segment "," Parthenium integrifolium",2
"6929","e Climate Segment "," Parthenium integrifolium",0
"6930","f Climate Segment "," Parthenium integrifolium",0
"6931","a Climate Segment "," Parthenocissus inserta",16
"6932","b Climate Segment "," Parthenocissus inserta",9
"6933","c Climate Segment "," Parthenocissus inserta",8
"6934","d Climate Segment "," Parthenocissus inserta",0
"6935","e Climate Segment "," Parthenocissus inserta",0
"6936","f Climate Segment "," Parthenocissus inserta",0
"6949","a Climate Segment "," Paspalum laeve",0
"6950","b Climate Segment "," Paspalum laeve",0
"6951","c Climate Segment "," Paspalum laeve",2
"6952","d Climate Segment "," Paspalum laeve",4
"6953","e Climate Segment "," Paspalum laeve",8
"6954","f Climate Segment "," Paspalum laeve",6
"6955","a Climate Segment "," Paspalum pubiflorum",0
"6956","b Climate Segment "," Paspalum pubiflorum",0
"6957","c Climate Segment "," Paspalum pubiflorum",0
"6958","d Climate Segment "," Paspalum pubiflorum",0
"6959","e Climate Segment "," Paspalum pubiflorum",2
"6960","f Climate Segment "," Paspalum pubiflorum",2
"6961","a Climate Segment "," Paspalum repens",0
"6962","b Climate Segment "," Paspalum repens",0
"6963","c Climate Segment "," Paspalum repens",0
"6964","d Climate Segment "," Paspalum repens",0
"6965","e Climate Segment "," Paspalum repens",1
"6966","f Climate Segment "," Paspalum repens",5
"6973","a Climate Segment "," Passiflora incarnata",0
"6974","b Climate Segment "," Passiflora incarnata",0
"6975","c Climate Segment "," Passiflora incarnata",0
"6976","d Climate Segment "," Passiflora incarnata",0
"6977","e Climate Segment "," Passiflora incarnata",0
"6978","f Climate Segment "," Passiflora incarnata",2
"6979","a Climate Segment "," Passiflora lutea",0
"6980","b Climate Segment "," Passiflora lutea",2
"6981","c Climate Segment "," Passiflora lutea",2
"6982","d Climate Segment "," Passiflora lutea",3
"6983","e Climate Segment "," Passiflora lutea",5
"6984","f Climate Segment "," Passiflora lutea",5
"6997","a Climate Segment "," Pedicularis lanceolata",13
"6998","b Climate Segment "," Pedicularis lanceolata",7
"6999","c Climate Segment "," Pedicularis lanceolata",5
"7000","d Climate Segment "," Pedicularis lanceolata",0
"7001","e Climate Segment "," Pedicularis lanceolata",0
"7002","f Climate Segment "," Pedicularis lanceolata",0
"7015","a Climate Segment "," Peltandra virginica",11
"7016","b Climate Segment "," Peltandra virginica",3
"7017","c Climate Segment "," Peltandra virginica",0
"7018","d Climate Segment "," Peltandra virginica",2
"7019","e Climate Segment "," Peltandra virginica",2
"7020","f Climate Segment "," Peltandra virginica",1
"7021","a Climate Segment "," Penstemon alluviorum",0
"7022","b Climate Segment "," Penstemon alluviorum",0
"7023","c Climate Segment "," Penstemon alluviorum",0
"7024","d Climate Segment "," Penstemon alluviorum",0
"7025","e Climate Segment "," Penstemon alluviorum",3
"7026","f Climate Segment "," Penstemon alluviorum",3
"7027","a Climate Segment "," Penstemon calycosus",2
"7028","b Climate Segment "," Penstemon calycosus",4
"7029","c Climate Segment "," Penstemon calycosus",12
"7030","d Climate Segment "," Penstemon calycosus",11
"7031","e Climate Segment "," Penstemon calycosus",13
"7032","f Climate Segment "," Penstemon calycosus",6
"7039","a Climate Segment "," Penstemon deamii",0
"7040","b Climate Segment "," Penstemon deamii",0
"7041","c Climate Segment "," Penstemon deamii",0
"7042","d Climate Segment "," Penstemon deamii",0
"7043","e Climate Segment "," Penstemon deamii",3
"7044","f Climate Segment "," Penstemon deamii",1
"7051","a Climate Segment "," Penstemon hirsutus",7
"7052","b Climate Segment "," Penstemon hirsutus",9
"7053","c Climate Segment "," Penstemon hirsutus",0
"7054","d Climate Segment "," Penstemon hirsutus",0
"7055","e Climate Segment "," Penstemon hirsutus",4
"7056","f Climate Segment "," Penstemon hirsutus",4
"7081","a Climate Segment "," Persicaria amphibia",15
"7082","b Climate Segment "," Persicaria amphibia",6
"7083","c Climate Segment "," Persicaria amphibia",4
"7084","d Climate Segment "," Persicaria amphibia",1
"7085","e Climate Segment "," Persicaria amphibia",0
"7086","f Climate Segment "," Persicaria amphibia",2
"7135","a Climate Segment "," Phacelia bipinnatifida",0
"7136","b Climate Segment "," Phacelia bipinnatifida",8
"7137","c Climate Segment "," Phacelia bipinnatifida",10
"7138","d Climate Segment "," Phacelia bipinnatifida",6
"7139","e Climate Segment "," Phacelia bipinnatifida",8
"7140","f Climate Segment "," Phacelia bipinnatifida",4
"7153","a Climate Segment "," Phaseolus polystachios",0
