<<<<<<< HEAD
pvalues1,speciesName,padj
0, Rorippa sessiliflora,0
0.5867, Rosa arkansana,0.710984129
0.0701, Rosa blanda,0.150740095
0.7532, Rosa carolina,0.861209645
0.9224, Rosa palustris,0.984694787
0.0262, Rosa setigera,0.068722562
0.0036, Rotala ramosior,0.015519617
0.4958, Rubus ablatus,0.64045276
0.0063, Rubus aboriginum,0.021916216
0.8082, Rubus allegheniensis,0.907059029
0.734, Rubus alumnus,0.844076579
0, Rubus argutus,0
0.1967, Rubus celer,0.327893987
0.2577, Rubus centralis,0.403804696
0.0625, Rubus curtipes,0.142203283
0.0256, Rubus deamii,0.067344818
0.0049, Rubus flagellaris,0.019578271
0.5922, Rubus frondosus,0.715244236
0.77, Rubus heterophyllus,0.873215859
1.00E-04, Rubus hispidus,0.000984699
0.0093, Rubus idaeus,0.030087253
0.0775, Rubus impar,0.157575771
0.2115, Rubus invisus,0.349333639
1.00E-04, Rubus laudatus,0.000984699
0.1125, Rubus meracus,0.20746953
0.3216, Rubus missouricus,0.468112439
0.4011, Rubus occidentalis,0.544673851
0.3982, Rubus odoratus,0.541961027
0.079, Rubus pennus,0.157575771
0.001, Rubus pubescens,0.005794212
0.0816, Rubus recurvans,0.160177778
0.5254, Rubus revealii,0.670517564
0.0508, Rubus roribaccus,0.119818848
0.1381, Rubus rosa,0.245178522
0.3396, Rubus steelei,0.487616892
1, Rubus wheeleri,1
0.6516, Rudbeckia fulgida,0.769451638
0.5904, Rudbeckia hirta,0.714031925
0.7198, Rudbeckia laciniata,0.831692308
0.0335, Rudbeckia subtomentosa,0.084785112
0.0125, Rudbeckia triloba,0.037667224
1.00E-04, Ruellia caroliniensis,0.000984699
0.0935, Ruellia humilis,0.178293122
0.0018, Ruellia strepens,0.008910989
0.4494, Rumex altissimus,0.593708798
5.00E-04, Rumex britannica,0.00336194
0.0019, Rumex triangulivalvis,0.009303804
0.434, Rumex verticillatus,0.578880829
0.0379, Sabatia angularis,0.093684225
0.231, Sabatia campanulata,0.371
0.006, Saccharum alopecuroides,0.021916216
9.00E-04, Sagina decumbens,0.00538804
0.0255, Sagittaria australis,0.067278184
0.3559, Sagittaria brevirostra,0.504985669
0.0101, Sagittaria cuneata,0.031542808
0.0166, Sagittaria graminea,0.048537742
0.0021, Sagittaria latifolia,0.010011111
0.0026, Sagittaria montevidensis,0.011921628
0.0101, Sagittaria rigida,0.031542808
6.00E-04, Salix amygdaloides,0.003861429
0, Salix bebbiana,0
1.00E-04, Salix candida,0.000984699
0.0062, Salix caroliniana,0.021916216
0.0701, Salix cordata,0.150740095
0.1864, Salix discolor,0.316155221
0.111, Salix eriocephala,0.205361396
0.0206, Salix humilis,0.057021813
0.8422, Salix interior,0.93278697
0, Salix lucida,0
0.0219, Salix myricoides,0.059612991
0.2235, Salix nigra,0.364476923
0.016, Salix pedicellaris,0.047034258
0.0023, Salix petiolaris,0.010878215
0.7595, Salix sericea,0.864914466
0.0701, Salix serissima,0.150740095
0, Salvia lyrata,0
0.94, Sambucus canadensis,0.998422615
5.00E-04, Sambucus racemosa,0.00336194
0.0036, Samolus parviflorus,0.015519617
0.7459, Sanguinaria canadensis,0.854489383
0.4308, Sanguisorba canadensis,0.575038222
0.3326, Sanicula canadensis,0.47990864
2.00E-04, Sanicula marilandica,0.001668519
0.6003, Sanicula odorata,0.723088636
0.5858, Sanicula trifoliata,0.710984129
0.002, Sarracenia purpurea,0.009610667
0.3805, Sassafras albidum,0.529059414
0.1744, Saururus cernuus,0.298734601
0.4472, Sceptridium dissectum,0.591669897
0.5742, Sceptridium oneidense,0.70580382
0.3216, Scheuchzeria palustris,0.468112439
0.5867, Schizachne purpurascens,0.710984129
0.168, Schizachyrium scoparium,0.289699522
0.5742, Schoenoplectiella purshiana,0.70580382
0.0062, Schoenoplectiella smithii,0.021916216
1.00E-04, Schoenoplectus acutus,0.000984699
0.0055, Schoenoplectus pungens,0.02126824
1, Schoenoplectus subterminalis,1
0.8861, Schoenoplectus tabernaemontani,0.968315464
1, Schoenoplectus torreyi,1
0.1956, Scirpus atrovirens,0.326967718
0.1307, Scirpus cyperinus,0.23499661
0, Scirpus georgianus,0
0.4067, Scirpus hattorianus,0.551024793
0.8236, Scirpus pedicellatus,0.917260321
0.407, Scirpus pendulus,0.551024793
0.0336, Scirpus polyphyllus,0.0848
1, Scleria muehlenbergii,1
0.0062, Scleria oligantha,0.021916216
1, Scleria pauciflora,1
0.0701, Scleria reticularis,0.150740095
0.2937, Scleria triglomerata,0.448895165
0.0018, Scleria verticillata,0.008910989
0, Scrophularia lanceolata,0
0.9626, Scrophularia marilandica,1
0.0092, Scutellaria elliptica,0.029979024
0, Scutellaria galericulata,0
0.0028, Scutellaria incana,0.012677387
0.2981, Scutellaria lateriflora,0.455234068
0, Scutellaria nervosa,0
0.0682, Scutellaria ovata,0.150740095
0.0199, Scutellaria parvula,0.055339198
0.3962, Scutellaria saxatilis,0.540463588
0.0034, Sedum ternatum,0.014834867
0.0252, Selaginella apoda,0.066976991
0.6119, Selaginella eclipes,0.734117044
0.5635, Selaginella rupestris,0.702119972
0.8994, Senna hebecarpa,0.976925136
0.0033, Senna marilandica,0.014503902
0.0024, Sericocarpus linifolius,0.011175194
0.0987, Setaria pumila,0.186628961
0.5733, Setaria viridis,0.70580382
1, Shepherdia canadensis,1
0.2146, Sicyos angulatus,0.353481901
0.0775, Sideroxylon lycioides,0.157575771
0.0847, Silene antirrhina,0.164345494
0.4303, Silene dichotoma,0.575038222
0.0974, Silene latifolia,0.184364286
0.3794, Silene nivea,0.528753906
0.5366, Silene regia,0.680727375
0.3675, Silene stellata,0.518586531
0.0094, Silene virginica,0.030356272
0.0099, Silphium asteriscus,0.031542808
0.2573, Silphium integrifolium,0.403804696
0.0052, Silphium laciniatum,0.020370435
0.6072, Silphium perfoliatum,0.7294496
0.0488, Silphium terebinthinaceum,0.116012665
2.00E-04, Sisyrinchium albidum,0.001668519
0.1988, Sisyrinchium angustifolium,0.330782641
0.1485, Sisyrinchium atlanticum,0.261836595
1, Sisyrinchium montanum,1
0.6372, Sium suave,0.755417368
0, Smallanthus uvedalius,0
0.0062, Smilax bona-nox,0.021916216
0.157, Smilax ecirrhata,0.273876089
0, Smilax glauca,0
0.4153, Smilax herbacea,0.55820343
0.943, Smilax illinoensis,0.998877275
0.1834, Smilax lasioneura,0.31207441
1.00E-04, Smilax pulverulenta,0.000984699
0, Smilax rotundifolia,0
0.9682, Smilax tamnoides,1
0.3799, Solanum carolinense,0.529041577
0.1108, Solanum ptychanthum,0.205202055
0.0401, Solidago altissima,0.097781055
0.002, Solidago bicolor,0.009610667
0.0775, Solidago buckleyi,0.157575771
0.9439, Solidago caesia,0.998877275
0.0971, Solidago canadensis,0.183989695
2.00E-04, Solidago erecta,0.001668519
0.5417, Solidago flexicaulis,0.685012912
0.5956, Solidago gigantea,0.718387684
0.9146, Solidago hispida,0.978641068
0.4956, Solidago juncea,0.64045276
0.19, Solidago missouriensis,0.320749251
0.3783, Solidago nemoralis,0.528037645
0.0139, Solidago ohioensis,0.04153864
0.0034, Solidago patula,0.014834867
0.3216, Solidago ptarmicoides,0.468112439
1.00E-04, Solidago riddellii,0.000984699
0, Solidago rigida,0
0.0017, Solidago rigidiuscula,0.008533148
5.00E-04, Solidago rugosa,0.00336194
0.0701, Solidago simplex,0.150740095
1.00E-04, Solidago speciosa,0.000984699
1.00E-04, Solidago sphacelata,0.000984699
0.3962, Solidago squarrosa,0.540463588
0.0085, Solidago uliginosa,0.028104587
0.6675, Solidago ulmifolia,0.783958046
0.0015, Sonchus arvensis,0.007903509
0.3216, Sorbus decora,0.468112439
0.0203, Sorghastrum nutans,0.056277846
0.0101, Sorghum bicolor,0.031542808
0.3208, Sparganium americanum,0.468112439
0.231, Sparganium androcladum,0.371
4.00E-04, Sparganium emersum,0.002894779
0.0011, Sparganium eurycarpum,0.006080368
0.002, Spartina pectinata,0.009610667
0, Spermacoce glabra,0
0.969, Sphenopholis intermedia,1
0.025, Sphenopholis nitida,0.066976991
0.023, Sphenopholis obtusata,0.062231231
0.0775, Spigelia marilandica,0.157575771
0.0089, Spiraea alba,0.02921275
0, Spiraea tomentosa,0
0.0245, Spiranthes cernua,0.06589403
0.4272, Spiranthes lacera,0.571927489
0.9089, Spiranthes lucida,0.978641068
1, Spiranthes magnicamporum,1
0.1063, Spiranthes ochroleuca,0.198089555
0.079, Spiranthes ovalis,0.157575771
0.1675, Spiranthes tuberosa,0.289113985
0.0541, Spirodela polyrhiza,0.125467439
0.4901, Sporobolus clandestinus,0.63491028
0.8958, Sporobolus compositus,0.974189258
0.0011, Sporobolus cryptandrus,0.006080368
0.0011, Sporobolus heterolepis,0.006080368
0.8939, Sporobolus neglectus,0.972710024
0.2814, Sporobolus vaginiflorus,0.43377485
0.2643, Stachys arenicola,0.412711092
0.7908, Stachys aspera,0.892870677
0.3962, Stachys clingmanii,0.540463588
0.1724, Stachys cordata,0.296153289
0.1275, Stachys hispida,0.229755
3.00E-04, Stachys hyssopifolia,0.002271429
0.1197, Stachys tenuifolia,0.218319231
0.3932, Staphylea trifolia,0.540463588
0.0093, Stellaria corei,0.030087253
0.4196, Stellaria longifolia,0.563427124
2.00E-04, Stellaria pubera,0.001668519
0.2168, Stenanthium gramineum,0.355804736
0.1358, Stenaria nigricans,0.24204906
0.389, Strophostyles helvola,0.539767667
0.085, Strophostyles leiosperma,0.164345494
0, Strophostyles umbellata,0
3.00E-04, Stuckenia pectinata,0.002271429
0.5748, Stylophorum diphyllum,0.706059714
0, Stylosanthes biflora,0
0.0506, Styrax americanus,0.119660367
0.0252, Sullivantia sullivantii,0.066976991
0.7572, Symphoricarpos albus,0.863045161
0.001, Symphoricarpos orbiculatus,0.005794212
0.0063, Symphyotrichum boreale,0.021916216
1, Symphyotrichum ciliatum,1
0.1392, Symphyotrichum cordifolium,0.246888189
0.0878, Symphyotrichum drummondii,0.169033761
0, Symphyotrichum dumosum,0
6.00E-04, Symphyotrichum ericoides,0.003861429
0.0031, Symphyotrichum firmum,0.013759113
3.00E-04, Symphyotrichum laeve,0.002271429
0.2988, Symphyotrichum lanceolatum,0.455916681
0.8877, Symphyotrichum lateriflorum,0.968888795
0.279, Symphyotrichum novae-angliae,0.430443493
0.1967, Symphyotrichum oblongifolium,0.327893987
0.0322, Symphyotrichum ontarionis,0.081724507
0, Symphyotrichum oolentangiense,0
2.00E-04, Symphyotrichum patens,0.001668519
0.3388, Symphyotrichum pilosum,0.487244693
0.2708, Symphyotrichum praealtum,0.421400345
0.0024, Symphyotrichum prenanthoides,0.011175194
0.1762, Symphyotrichum puniceum,0.301245161
1.00E-04, Symphyotrichum racemosum,0.000984699
0.0186, Symphyotrichum sericeum,0.052045342
0.0077, Symphyotrichum shortii,0.025983895
5.00E-04, Symphyotrichum undulatum,0.00336194
0.2258, Symphyotrichum urophyllum,0.367230686
0.2568, Symplocarpus foetidus,0.403446905
0.2552, Synandra hispidula,0.401283072
0.2247, Taenidia integerrima,0.366102532
0.0062, Taxodium distichum,0.021916216
0.5492, Taxus canadensis,0.691102235
4.00E-04, Tephrosia virginiana,0.002894779
0.926, Teucrium canadense,0.987368047
0.0436, Thalictrum dasycarpum,0.106171892
0.8891, Thalictrum dioicum,0.969829419
1.00E-04, Thalictrum pubescens,0.000984699
0.7965, Thalictrum revolutum,0.897619137
0.5538, Thalictrum thalictroides,0.695918828
0.3682, Thaspium barbinode,0.519167762
0.1647, Thaspium chapmanii,0.285649086
0.4729, Thaspium trifoliatum,0.617064301
0.1132, Thelypteris noveboracensis,0.208304587
0.2728, Thelypteris palustris,0.42378069
0.3216, Thuja occidentalis,0.468112439
0.006, Thyrsanthella difformis,0.021916216
0.9075, Tilia americana,0.978641068
2.00E-04, Tipularia discolor,0.001668519
0.0063, Torreyochloa pallida,0.021916216
0.7661, Toxicodendron radicans,0.870436444
1, Toxicodendron rydbergii,1
0.2185, Toxicodendron vernix,0.357942727
0.5867, Tradescantia bracteata,0.710984129
0, Tradescantia ohiensis,0
0.001, Tradescantia subaspera,0.005794212
0.0047, Tradescantia virginiana,0.01933653
0.0024, Tragia cordata,0.011175194
0.001, Triadenum fraseri,0.005794212
1.00E-04, Triadenum tubulosum,0.000984699
0.0862, Triadenum virginicum,0.166308779
0.0889, Triadenum walteri,0.170786567
0.0062, Triantha glutinosa,0.021916216
0.3005, Trichostema brachiatum,0.458122673
0.0382, Trichostema dichotomum,0.094038798
0.0075, Tridens flavus,0.025404135
0.0167, Trifolium reflexum,0.048537742
0.0017, Triglochin maritima,0.008533148
0.0964, Triglochin palustris,0.183048261
1, Trillium cernuum,1
0.3328, Trillium flexipes,0.47990864
0.0529, Trillium grandiflorum,0.124122135
0.1204, Trillium nivale,0.219334343
0.9029, Trillium recurvatum,0.978641068
0.0044, Trillium sessile,0.018311316
0.1122, Triodanis perfoliata,0.207368615
0, Triosteum angustifolium,0
0.2357, Triosteum aurantiacum,0.376999469
0.0441, Triosteum perfoliatum,0.106668725
0.5359, Triphora trianthophora,0.680727375
0.0186, Triplasis purpurea,0.052045342
0.006, Tripsacum dactyloides,0.021916216
0.0868, Tsuga canadensis,0.167287273
0.1914, Turritis glabra,0.321737687
0.0316, Typha latifolia,0.080542008
0, Ulmus alata,0
0.8132, Ulmus americana,0.91062559
0.6889, Ulmus rubra,0.802518605
0.7176, Ulmus thomasii,0.830517148
0.0586, Urtica dioica,0.134690306
0.0701, Utricularia cornuta,0.150740095
0.0088, Utricularia gibba,0.028990128
0.0063, Utricularia intermedia,0.021916216
0.001, Utricularia macrorhiza,0.005794212
1, Utricularia minor,1
0.2427, Utricularia purpurea,0.383794386
1, Utricularia radiata,1
0.0794, Utricularia resupinata,0.157575771
0.532, Uvularia grandiflora,0.677022599
0, Uvularia sessilifolia,0
0, Vaccinium angustifolium,0
0.0032, Vaccinium arboreum,0.014133333
0, Vaccinium corymbosum,0
0.0053, Vaccinium macrocarpon,0.020627646
0.5867, Vaccinium myrtilloides,0.710984129
0.3216, Vaccinium oxycoccos,0.468112439
0.021, Vaccinium pallidum,0.058039877
3.00E-04, Vaccinium stamineum,0.002271429
0.9146, Valeriana edulis,0.978641068
0.0042, Valeriana pauciflora,0.017641958
0.5867, Valerianella radiata,0.710984129
0.0747, Valerianella umbilicata,0.157575771
0.0107, Vallisneria americana,0.033072727
1, Veratrum virginicum,1
0.0382, Veratrum woodii,0.094038798
0.0181, Verbena bracteata,0.051936624
0.1547, Verbena hastata,0.270387391
0.5726, Verbena simplex,0.70580382
0.5416, Verbena stricta,0.685012912
0.8522, Verbena urticifolia,0.940970833
0.1083, Verbesina alternifolia,0.201192371
0, Verbesina helianthoides,0
0.1831, Vernonia fasciculata,0.311858412
0.003, Vernonia gigantea,0.013447761
0, Vernonia missurica,0
0.1016, Veronica anagallis-aquatica,0.190711667
0.0254, Veronica catenata,0.06711261
0.8456, Veronica peregrina,0.935250153
0.0011, Veronica scutellata,0.006080368
0.9971, Veronica serpyllifolia,1
6.00E-04, Veronicastrum virginicum,0.003861429
0.7018, Viburnum acerifolium,0.81537305
0.3216, Viburnum cassinoides,0.468112439
0.0044, Viburnum dentatum,0.018311316
9.00E-04, Viburnum lentago,0.00538804
0.2143, Viburnum molle,0.353310704
0.9303, Viburnum prunifolium,0.99136641
0.0151, Viburnum rafinesquianum,0.044533879
0, Viburnum rufidulum,0
1, Viburnum trilobum,1
3.00E-04, Vicia americana,0.002271429
0.0065, Vicia caroliniana,0.022481766
0.6235, Vicia villosa,0.743578425
0.254, Viola affinis,0.399744978
0.1943, Viola blanda,0.325398327
0.0056, Viola canadensis,0.021608565
0.1943, Viola cucullata,0.325398327
0.3962, Viola hirsutula,0.540463588
0.0093, Viola labradorica,0.030087253
2.00E-04, Viola lanceolata,0.001668519
0.3281, Viola macloskeyi,0.475652615
0.2508, Viola missouriensis,0.395399475
0.805, Viola nephrophylla,0.905384155
4.00E-04, Viola palmata,0.002894779
8.00E-04, Viola pedata,0.004920137
0.9146, Viola pedatifida,0.978641068
1, Viola primulifolia,1
0.8587, Viola pubescens,0.945829707
0.0948, Viola rostrata,0.180390285
0.0036, Viola sagittata,0.015519617
0.61, Viola sororia,0.732325117
0.8079, Viola striata,0.907059029
0.9146, Viola subsinuata,0.978641068
0.0051, Vitis aestivalis,0.020109847
0.0758, Vitis cinerea,0.157575771
0.0047, Vitis labrusca,0.01933653
0.0062, Vitis palmata,0.021916216
0.1098, Vitis riparia,0.203559259
0.0764, Vitis vulpina,0.157575771
0.0051, Vulpia octoflora,0.020109847
0.0775, Wisteria frutescens,0.157575771
0.1358, Wolffia brasiliensis,0.24204906
0.1476, Wolffia columbiana,0.260504603
0.5867, Wolffiella gladiata,0.710984129
0.0183, Woodsia obtusa,0.052045342
0, Woodwardia virginica,0
0.7078, Xanthium strumarium,0.821284997
0.5742, Xyris difformis,0.70580382
0.0186, Xyris torta,0.052045342
0.3216, Zannichellia palustris,0.468112439
0.3579, Zanthoxylum americanum,0.507423918
0.5742, Zigadenus elegans,0.70580382
0, Zizania aquatica,0
0.0017, Zizania palustris,0.008533148
0.0775, Zizia aptera,0.157575771
0.1665, Zizia aurea,0.288216138
=======
pvalues1,speciesName,padj
0.0019, Acalypha deamii,0.009303804
0.1688, Acalypha gracilens,0.290523018
0, Acalypha ostryifolia,0
0.9142, Acalypha rhomboidea,0.978641068
0.0024, Acalypha virginica,0.011175194
0.4804, Acer negundo,0.624268926
0.1858, Acer nigrum,0.3155623
0.2779, Acer rubrum,0.430219759
0.6512, Acer saccharinum,0.769451638
0.9333, Acer saccharum,0.993121133
0.065, Achillea millefolium,0.146963614
1, Acmispon americanus,1
0.0186, Acorus americanus,0.052045342
0.8643, Actaea pachypoda,0.949097258
0.0146, Actaea racemosa,0.043129836
0.3216, Actaea rubra,0.468112439
0.9408, Adiantum pedatum,0.998422615
5.00E-04, Aesculus flava,0.00336194
0.2668, Aesculus glabra,0.415894118
1, Agalinis auriculata,1
0.1999, Agalinis gattingeri,0.331999816
3.00E-04, Agalinis paupercula,0.002271429
0.0177, Agalinis purpurea,0.050869856
1, Agalinis skinneriana,1
0.9987, Agalinis tenuifolia,1
0.729, Agastache nepetoides,0.839398083
0.3015, Agastache scrophulariifolia,0.458870777
0.9784, Ageratina altissima,1
0, Agrimonia gryposepala,0
0.3895, Agrimonia parviflora,0.539906923
0.8236, Agrimonia pubescens,0.917260321
0.096, Agrimonia rostellata,0.182481013
0, Agrostis elliottiana,0
0.0307, Agrostis hyemalis,0.079143634
0.846, Agrostis perennans,0.935250153
3.00E-04, Agrostis scabra,0.002271429
0, Aletris farinosa,0
0.8732, Alisma subcordatum,0.956538845
0.0701, Alisma triviale,0.150740095
0.6071, Allium canadense,0.7294496
0.1004, Allium cernuum,0.189049948
0.3196, Allium tricoccum,0.468112439
0.0052, Alnus incana,0.020370435
0.0273, Alnus serrulata,0.071503779
0.0059, Alopecurus aequalis,0.021916216
0.0044, Alopecurus carolinianus,0.018311316
0.0533, Amaranthus albus,0.124324031
0.5565, Amaranthus tuberculatus,0.697181553
0.0041, Ambrosia artemisiifolia,0.017384
0.6689, Ambrosia trifida,0.784738151
0.1887, Amelanchier arborea,0.318984428
0.0701, Amelanchier humilis,0.150740095
0.0816, Amelanchier interior,0.160177778
0.6836, Amelanchier laevis,0.798345561
0.2789, Amelanchier spicata,0.430443493
0.0321, Ammannia coccinea,0.081700847
0, Ammannia robusta,0
0.0701, Ammophila breviligulata,0.150740095
0, Amorpha canescens,0
1.00E-04, Amorpha fruticosa,0.000984699
0, Ampelopsis cordata,0
0.9085, Amphicarpaea bracteata,0.978641068
0.0027, Amsonia tabernaemontana,0.012317468
1, Anaphalis margaritacea,1
0.014, Andromeda polifolia,0.041699174
0.1904, Andropogon gerardi,0.320823364
2.00E-04, Andropogon gyrans,0.001668519
0, Andropogon virginicus,0
0.5867, Androsace occidentalis,0.710984129
0.39, Anemone acutiloba,0.540184473
1.00E-04, Anemone americana,0.000984699
0.1556, Anemone canadensis,0.271696899
0, Anemone cylindrica,0
0.0107, Anemone quinquefolia,0.033072727
0.9973, Anemone virginiana,1
0.0293, Angelica atropurpurea,0.07575122
0.0077, Angelica venenosa,0.025983895
0.1537, Antennaria howellii,0.268900388
0.8697, Antennaria neglecta,0.953284307
0.9666, Antennaria parlinii,1
0.079, Antennaria plantaginifolia,0.157575771
0.3072, Antennaria solitaria,0.465579815
0.0219, Anthoxanthum hirtum,0.059612991
0.014, Apios americana,0.041699174
0.2302, Aplectrum hyemale,0.371
0, Apocynum androsaemifolium,0
0.6526, Apocynum cannabinum,0.770127832
0.0366, Aquilegia canadensis,0.091474619
3.00E-04, Arabidopsis lyrata,0.002271429
0.079, Arabis patens,0.157575771
0.1496, Arabis pycnocarpa,0.263004098
0.0701, Aralia hispida,0.150740095
1.00E-04, Aralia nudicaulis,0.000984699
0.8595, Aralia racemosa,0.94613256
0, Aralia spinosa,0
0.0701, Arctostaphylos uva-ursi,0.150740095
0.1909, Arenaria serpyllifolia,0.321196825
0.9146, Arethusa bulbosa,0.978641068
0.3216, Argentina anserina,0.468112439
0.6154, Arisaema dracontium,0.737334309
0.9054, Arisaema triphyllum,0.978641068
0, Aristida dichotoma,0
0.0089, Aristida longespica,0.02921275
1.00E-04, Aristida oligantha,0.000984699
0, Aristida purpurascens,0
0.0039, Aristida ramosissima,0.016653555
0.0701, Aristida tuberculosa,0.150740095
0.7517, Arnoglossum atriplicifolium,0.860040254
0.0049, Arnoglossum plantagineum,0.019578271
0.009, Arnoglossum reniforme,0.029487273
0.0069, Aronia melanocarpa,0.023683429
0.7572, Arrhenatherum elatius,0.863045161
0, Artemisia campestris,0
0.3764, Artemisia ludoviciana,0.526211938
1.00E-04, Aruncus dioicus,0.000984699
0, Arundinaria gigantea,0
0.8465, Asarum canadense,0.935250153
1.00E-04, Asclepias amplexicaulis,0.000984699
0.1695, Asclepias exaltata,0.291449427
7.00E-04, Asclepias hirtella,0.004379861
0.557, Asclepias incarnata,0.697181553
1.00E-04, Asclepias perennis,0.000984699
0.0042, Asclepias purpurascens,0.017641958
0, Asclepias quadrifolia,0
0.0613, Asclepias sullivantii,0.140537659
0.1475, Asclepias syriaca,0.260504603
0.0254, Asclepias tuberosa,0.06711261
0, Asclepias variegata,0
0.0042, Asclepias verticillata,0.017641958
0.0014, Asclepias viridiflora,0.00742
0.5889, Asimina triloba,0.713170565
0.1953, Asplenium pinnatifidum,0.326769359
1.00E-04, Asplenium platyneuron,0.000984699
0.0068, Asplenium rhizophyllum,0.023429446
0.3962, Asplenium ruta-muraria,0.540463588
0.2832, Asplenium trichomanes,0.435893345
3.00E-04, Astragalus canadensis,0.002271429
0.4623, Athyrium filix-femina,0.606306114
0.7249, Aureolaria flava,0.836280282
0, Aureolaria pedicularia,0
0.007, Aureolaria virginica,0.023890152
0.5564, Azolla cristata,0.697181553
0.085, Bacopa rotundifolia,0.164345494
0.0012, Baptisia alba,0.006532931
0.01, Baptisia australis,0.031542808
0.0062, Baptisia leucophaea,0.021916216
0.0186, Baptisia tinctoria,0.052045342
6.00E-04, Bartonia virginica,0.003861429
1, Berberis canadensis,1
0.2427, Besseya bullii,0.383794386
0.007, Betula alleghaniensis,0.023890152
9.00E-04, Betula nigra,0.00538804
0.3216, Betula papyrifera,0.468112439
0, Betula pumila,0
0.011, Bidens aristosa,0.033825939
0.0794, Bidens beckii,0.157575771
0.6601, Bidens bipinnata,0.776436162
0.0477, Bidens cernua,0.113999204
0.0082, Bidens connata,0.027363704
0.4977, Bidens discoidea,0.642446562
0.7389, Bidens frondosa,0.848087771
0.6872, Bidens polylepis,0.802030052
0.0027, Bidens trichosperma,0.012317468
0.5466, Bidens tripartita,0.688437037
0.6181, Bidens vulgata,0.73958579
1.00E-04, Bignonia capreolata,0.000984699
0.4154, Blephilia ciliata,0.55820343
0.3461, Blephilia hirsuta,0.493802217
1, Boechera stricta,1
0.3307, Boehmeria cylindrica,0.477884042
0.4085, Bolboschoenus fluviatilis,0.551811844
0.5005, Boltonia asteroides,0.644215
0.231, Boltonia diffusa,0.371
0.0446, Borodinia canadensis,0.10758929
0.017, Borodinia dentata,0.049330113
0.5236, Borodinia laevigata,0.669077108
0.0186, Borodinia missouriensis,0.052045342
0.6243, Botrypus virginianus,0.744040079
0.2076, Bouteloua curtipendula,0.3438375
1, Brachyelytrum aristosum,1
0.2889, Brachyelytrum erectum,0.442685204
0.0053, Brasenia schreberi,0.020627646
0.2577, Brassica rapa,0.403804696
0.2253, Brickellia eupatorioides,0.366748509
0.0017, Bromus ciliatus,0.008533148
1, Bromus hordeaceus,1
0.2427, Bromus kalmii,0.383794386
0.1186, Bromus latiglumis,0.216751724
0.1179, Bromus nottowayanus,0.215691168
0.3587, Bromus pubescens,0.508158333
1, Buchnera americana,1
0.5003, Buglossoides arvensis,0.644215
1.00E-04, Bulbostylis capillaris,0.000984699
0.0701, Cakile edentula,0.150740095
1.00E-04, Calamagrostis canadensis,0.000984699
0, Calamagrostis stricta,0
0.0186, Calamovilfa longifolia,0.052045342
0.3216, Calla palustris,0.468112439
0.3962, Callirhoe triangulata,0.540463588
0.0779, Callitriche heterophylla,0.157575771
2.00E-04, Callitriche terrestris,0.001668519
0.3216, Calopogon oklahomensis,0.468112439
0, Calopogon tuberosus,0
0.0822, Caltha palustris,0.161004783
5.00E-04, Calycocarpum lyonii,0.00336194
0.0025, Calystegia catesbeiana,0.011521739
0.772, Calystegia sepium,0.874383407
0.8323, Calystegia silvatica,0.924663748
0.5638, Calystegia spithamaea,0.702119972
0.6452, Camassia scilloides,0.763896452
2.00E-04, Campanula aparinoides,0.001668519
0, Campanula rotundifolia,0
0.4077, Campanulastrum americanum,0.551144336
0.5846, Campsis radicans,0.710984129
0, Cardamine angustata,0
0.9035, Cardamine bulbosa,0.978641068
0.5961, Cardamine concatenata,0.718509833
0.0773, Cardamine diphylla,0.157575771
0.4352, Cardamine douglassii,0.580052071
0.0082, Cardamine parviflora,0.027363704
0.6256, Cardamine pensylvanica,0.744604491
0.3216, Cardamine pratensis,0.468112439
0.0287, Carex aggregata,0.074736127
0.5742, Carex alata,0.70580382
0.3605, Carex albicans,0.510307148
0, Carex albolutescens,0
0.7698, Carex albursina,0.873215859
0.7908, Carex alopecoidea,0.892870677
0.0614, Carex amphibola,0.140588056
7.00E-04, Carex annectens,0.004379861
0.0186, Carex aquatilis,0.052045342
0.9146, Carex atherodes,0.978641068
0.3216, Carex atlantica,0.468112439
1, Carex aurea,1
1, Carex bebbii,1
0.0021, Carex bicknellii,0.010011111
0.9336, Carex blanda,0.993121133
0.0625, Carex brevior,0.142203283
0.2148, Carex bromoides,0.353488219
0.006, Carex bushii,0.021916216
0.0117, Carex buxbaumii,0.035674112
0.0017, Carex canescens,0.008533148
0.3767, Carex careyana,0.526211938
0.0017, Carex caroliniana,0.008533148
0.9146, Carex cephaloidea,0.978641068
0.972, Carex cephalophora,1
0.5742, Carex chordorrhiza,0.70580382
0.0291, Carex communis,0.075559366
5.00E-04, Carex comosa,0.00336194
0.0847, Carex conjuncta,0.164345494
0.1491, Carex conoidea,0.262381055
0.0775, Carex corrugata,0.157575771
1, Carex crawei,1
0.1741, Carex crinita,0.298504472
0.6505, Carex cristatella,0.769160761
0.0034, Carex crus-corvi,0.014834867
0.0794, Carex cryptolepis,0.157575771
0.0288, Carex cumberlandensis,0.074888312
0.0053, Carex davisii,0.020627646
5.00E-04, Carex debilis,0.00336194
0.5867, Carex decomposita,0.710984129
0.0062, Carex diandra,0.021916216
0.0507, Carex digitalis,0.119739712
0.0794, Carex disperma,0.157575771
0.7572, Carex eburnea,0.863045161
0.4538, Carex echinata,0.597768713
0.0478, Carex echinodes,0.114086887
