<<<<<<< HEAD
"speciesName","padj","model"
" Corydalis flavula",0.565296167,"e Climate Segment f Climate Segment"
" Cuphea viscosissima",0.23283,"e Climate Segment f Climate Segment"
" Cuscuta campestris",0.9671,"e Climate Segment f Climate Segment"
" Cuscuta compacta",0.27476129,"e Climate Segment f Climate Segment"
" Cyperus flavescens",0.402450286,"e Climate Segment f Climate Segment"
" Cyperus pseudovegetus",0.836447368,"e Climate Segment f Climate Segment"
" Desmanthus illinoensis",0.696481633,"e Climate Segment f Climate Segment"
" Desmodium laevigatum",0.928387801,"e Climate Segment f Climate Segment"
" Desmodium nuttallii",0.444713043,"e Climate Segment f Climate Segment"
" Dichanthelium laxiflorum",0.27476129,"e Climate Segment f Climate Segment"
" Dinebra panicea",0.444713043,"e Climate Segment f Climate Segment"
" Diospyros virginiana",0.234162162,"e Climate Segment f Climate Segment"
" Echinodorus cordifolius",0.836447368,"e Climate Segment f Climate Segment"
" Eragrostis capillaris",0.611800692,"e Climate Segment f Climate Segment"
" Euonymus americanus",0.383073359,"e Climate Segment f Climate Segment"
" Frangula caroliniana",0.928387801,"e Climate Segment f Climate Segment"
" Gamochaeta purpurea",0.622601379,"e Climate Segment f Climate Segment"
" Gillenia stipulata",0.208315835,"e Climate Segment f Climate Segment"
" Hasteola suaveolens",0.634043836,"e Climate Segment f Climate Segment"
" Heteranthera reniformis",0.53474709,"e Climate Segment f Climate Segment"
" Heuchera villosa",0.928387801,"e Climate Segment f Climate Segment"
" Hylodesmum pauciflorum",0.205184279,"e Climate Segment f Climate Segment"
" Hypericum drummondii",0.124657208,"e Climate Segment f Climate Segment"
" Hypericum hypericoides",0.130884354,"e Climate Segment f Climate Segment"
" Iresine rhizomatosa",0.836447368,"e Climate Segment f Climate Segment"
" Iris cristata",0.680649829,"e Climate Segment f Climate Segment"
" Isotrema tomentosa",0.836447368,"e Climate Segment f Climate Segment"
" Krigia dandelion",0.444713043,"e Climate Segment f Climate Segment"
" Lechea tenuifolia",0.723545363,"e Climate Segment f Climate Segment"
" Lespedeza repens",0.181152423,"e Climate Segment f Climate Segment"
" Lespedeza violacea",0.095486512,"e Climate Segment f Climate Segment"
" Linum medium",0.630528988,"e Climate Segment f Climate Segment"
" Lobelia puberula",0.626465979,"e Climate Segment f Climate Segment"
" Ludwigia decurrens",0.836447368,"e Climate Segment f Climate Segment"
" Lysimachia minima",0.27476129,"e Climate Segment f Climate Segment"
" Manfreda virginica",0.27476129,"e Climate Segment f Climate Segment"
" Matelea obliqua",0.731256566,"e Climate Segment f Climate Segment"
" Melica mutica",0.836447368,"e Climate Segment f Climate Segment"
" Melothria pendula",0.836447368,"e Climate Segment f Climate Segment"
" Micranthes virginiensis",0.928387801,"e Climate Segment f Climate Segment"
" Monarda clinopodia",0.27476129,"e Climate Segment f Climate Segment"
" Muhlenbergia bushii",0.617749223,"e Climate Segment f Climate Segment"
" Obolaria virginica",0.398574046,"e Climate Segment f Climate Segment"
" Ophioglossum vulgatum",0.450340687,"e Climate Segment f Climate Segment"
" Orbexilum pedunculatum",0.27476129,"e Climate Segment f Climate Segment"
" Panicum flexile",0.1699051,"e Climate Segment f Climate Segment"
" Paronychia fastigiata",0.276217304,"e Climate Segment f Climate Segment"
" Paspalum laeve",0.087213176,"e Climate Segment f Climate Segment"
" Paspalum pubiflorum",0.928387801,"e Climate Segment f Climate Segment"
" Penstemon alluviorum",0.710936949,"e Climate Segment f Climate Segment"
" Penstemon deamii",0.873701299,"e Climate Segment f Climate Segment"
" Phlox amplifolia",0.928387801,"e Climate Segment f Climate Segment"
" Phyllanthus caroliniensis",0.13809148,"e Climate Segment f Climate Segment"
" Planodes virginicum",0.303920319,"e Climate Segment f Climate Segment"
" Platanthera peramoena",0.4953,"e Climate Segment f Climate Segment"
" Pluchea camphorata",0.27476129,"e Climate Segment f Climate Segment"
" Poa autumnalis",0.405955894,"e Climate Segment f Climate Segment"
" Poa chapmaniana",0.439472626,"e Climate Segment f Climate Segment"
" Polygala ambigua",0.299295808,"e Climate Segment f Climate Segment"
" Pycnanthemum loomisii",0.336158755,"e Climate Segment f Climate Segment"
" Pycnanthemum pycnanthemoides",0.128203636,"e Climate Segment f Climate Segment"
" Quercus falcata",0.560402094,"e Climate Segment f Climate Segment"
" Quercus marilandica",0.087594366,"e Climate Segment f Climate Segment"
" Quercus michauxii",0.154123831,"e Climate Segment f Climate Segment"
" Quercus montana",0.223898089,"e Climate Segment f Climate Segment"
" Quercus shumardii",0.850072131,"e Climate Segment f Climate Segment"
" Ranunculus micranthus",0.334259649,"e Climate Segment f Climate Segment"
" Rubus argutus",0.208315835,"e Climate Segment f Climate Segment"
" Rubus laudatus",0.364967442,"e Climate Segment f Climate Segment"
" Ruellia caroliniensis",0.496091103,"e Climate Segment f Climate Segment"
" Sagittaria montevidensis",0.357679223,"e Climate Segment f Climate Segment"
" Salix caroliniana",0.836447368,"e Climate Segment f Climate Segment"
" Salvia lyrata",0.057174384,"e Climate Segment f Climate Segment"
" Samolus parviflorus",0.452005776,"e Climate Segment f Climate Segment"
" Scirpus georgianus",0.060269268,"e Climate Segment f Climate Segment"
" Scleria oligantha",0.836447368,"e Climate Segment f Climate Segment"
" Scutellaria elliptica",0.837123153,"e Climate Segment f Climate Segment"
" Scutellaria nervosa",0.251009446,"e Climate Segment f Climate Segment"
" Sericocarpus linifolius",0.850187276,"e Climate Segment f Climate Segment"
" Smallanthus uvedalius",0.208315835,"e Climate Segment f Climate Segment"
" Smilax bona-nox",0.836447368,"e Climate Segment f Climate Segment"
" Smilax pulverulenta",0.43913271,"e Climate Segment f Climate Segment"
" Smilax rotundifolia",0.458460432,"e Climate Segment f Climate Segment"
" Solidago erecta",0.53474709,"e Climate Segment f Climate Segment"
" Solidago sphacelata",0.155306667,"e Climate Segment f Climate Segment"
" Stellaria corei",0.528349556,"e Climate Segment f Climate Segment"
" Stylosanthes biflora",0.223843404,"e Climate Segment f Climate Segment"
" Symphoricarpos orbiculatus",0.664106667,"e Climate Segment f Climate Segment"
" Symphyotrichum racemosum",0.24857284,"e Climate Segment f Climate Segment"
" Symphyotrichum undulatum",0.710936949,"e Climate Segment f Climate Segment"
" Taxodium distichum",0.836447368,"e Climate Segment f Climate Segment"
" Tipularia discolor",0.53474709,"e Climate Segment f Climate Segment"
" Tragia cordata",0.850187276,"e Climate Segment f Climate Segment"
" Triadenum tubulosum",0.496091103,"e Climate Segment f Climate Segment"
" Ulmus alata",0.175353642,"e Climate Segment f Climate Segment"
" Uvularia sessilifolia",0.243644813,"e Climate Segment f Climate Segment"
" Vaccinium stamineum",0.330842353,"e Climate Segment f Climate Segment"
" Viburnum rufidulum",0.101704828,"e Climate Segment f Climate Segment"
" Vitis palmata",0.836447368,"e Climate Segment f Climate Segment"
" Bidens trichosperma",0.469003215,"a Climate Segment c Climate Segment"
" Cirsium discolor",0.5804,"a Climate Segment c Climate Segment"
" Floerkea proserpinacoides",0.485277689,"a Climate Segment c Climate Segment"
" Geum laciniatum",0.438508213,"a Climate Segment c Climate Segment"
" Hydrophyllum virginianum",0.404492903,"a Climate Segment c Climate Segment"
" Muhlenbergia mexicana",0.298628571,"a Climate Segment c Climate Segment"
" Parthenocissus inserta",0.057292527,"a Climate Segment c Climate Segment"
" Acalypha virginica",0.631723779,"d Climate Segment f Climate Segment"
" Alopecurus carolinianus",0.146853012,"d Climate Segment f Climate Segment"
" Ampelopsis cordata",0.05135311,"d Climate Segment f Climate Segment"
" Amsonia tabernaemontana",0.435959596,"d Climate Segment f Climate Segment"
" Angelica venenosa",0.511514428,"d Climate Segment f Climate Segment"
" Aristida longespica",0.598347798,"d Climate Segment f Climate Segment"
" Aristida oligantha",0.242666667,"d Climate Segment f Climate Segment"
" Aristida ramosissima",0.488072,"d Climate Segment f Climate Segment"
" Arnoglossum reniforme",0.513870199,"d Climate Segment f Climate Segment"
" Aruncus dioicus",0.142916129,"d Climate Segment f Climate Segment"
" Asplenium rhizophyllum",0.118469565,"d Climate Segment f Climate Segment"
" Betula nigra",0.100185928,"d Climate Segment f Climate Segment"
" Bidens aristosa",0.690318841,"d Climate Segment f Climate Segment"
" Callitriche terrestris",0.279533579,"d Climate Segment f Climate Segment"
" Cardamine parviflora",0.446327517,"d Climate Segment f Climate Segment"
" Carex retroflexa",0.680965161,"d Climate Segment f Climate Segment"
" Carex squarrosa",0.101747771,"d Climate Segment f Climate Segment"
" Carex virescens",0.249716201,"d Climate Segment f Climate Segment"
" Carya tomentosa",0.187810568,"d Climate Segment f Climate Segment"
" Cerastium nutans",0.129129796,"d Climate Segment f Climate Segment"
" Chamaecrista nictitans",0.094642316,"d Climate Segment f Climate Segment"
" Corallorhiza wisteriana",0.118482645,"d Climate Segment f Climate Segment"
" Cunila origanoides",0.497227288,"d Climate Segment f Climate Segment"
" Cynanchum laeve",0.095015119,"d Climate Segment f Climate Segment"
" Cynoglossum virginianum",0.120562963,"d Climate Segment f Climate Segment"
" Delphinium tricorne",0.302857143,"d Climate Segment f Climate Segment"
" Dianthus armeria",0.488072,"d Climate Segment f Climate Segment"
" Dichanthelium dichotomum",0.130137678,"d Climate Segment f Climate Segment"
" Diodia teres",0.058600468,"d Climate Segment f Climate Segment"
" Eleocharis verrucosa",0.234945455,"d Climate Segment f Climate Segment"
" Eupatorium sessilifolium",0.582196078,"d Climate Segment f Climate Segment"
" Euphorbia humistrata",0.08465553,"d Climate Segment f Climate Segment"
" Fraxinus biltmoreana",0.238158034,"d Climate Segment f Climate Segment"
" Galactia volubilis",0.680965161,"d Climate Segment f Climate Segment"
" Helenium flexuosum",0.165249012,"d Climate Segment f Climate Segment"
" Helianthus microcephalus",0.202830058,"d Climate Segment f Climate Segment"
" Hibiscus moscheutos",0.058005634,"d Climate Segment f Climate Segment"
" Hordeum pusillum",0.247500561,"d Climate Segment f Climate Segment"
" Houstonia purpurea",0.099893562,"d Climate Segment f Climate Segment"
" Iodanthus pinnatifidus",0.051528401,"d Climate Segment f Climate Segment"
" Juncus anthelatus",0.696616372,"d Climate Segment f Climate Segment"
" Juncus brachycarpus",0.520582537,"d Climate Segment f Climate Segment"
" Juncus diffusissimus",0.072320737,"d Climate Segment f Climate Segment"
" Kyllinga pumila",0.44477042,"d Climate Segment f Climate Segment"
" Lespedeza procumbens",0.572731915,"d Climate Segment f Climate Segment"
" Leucospora multifida",0.566305574,"d Climate Segment f Climate Segment"
" Liatris squarrosa",0.680965161,"d Climate Segment f Climate Segment"
" Liatris squarrulosa",0.337745455,"d Climate Segment f Climate Segment"
" Liquidambar styraciflua",0.08465553,"d Climate Segment f Climate Segment"
" Lycopus virginicus",0.158046918,"d Climate Segment f Climate Segment"
" Lysimachia arvensis",0.423050847,"d Climate Segment f Climate Segment"
" Muhlenbergia sobolifera",0.251687732,"d Climate Segment f Climate Segment"
" Myosotis macrosperma",0.680965161,"d Climate Segment f Climate Segment"
" Oenothera laciniata",0.195957895,"d Climate Segment f Climate Segment"
" Orobanche riparia",0.680965161,"d Climate Segment f Climate Segment"
" Oxalis grandis",0.086010811,"d Climate Segment f Climate Segment"
" Passiflora lutea",0.434905902,"d Climate Segment f Climate Segment"
" Phaseolus polystachios",0.428353299,"d Climate Segment f Climate Segment"
" Plantago elongata",0.334442105,"d Climate Segment f Climate Segment"
" Plantago virginica",0.499821927,"d Climate Segment f Climate Segment"
" Potamogeton diversifolius",0.221203824,"d Climate Segment f Climate Segment"
" Pycnanthemum tenuifolium",0.331844523,"d Climate Segment f Climate Segment"
" Quercus stellata",0.304102674,"d Climate Segment f Climate Segment"
" Rorippa sessiliflora",0.103692178,"d Climate Segment f Climate Segment"
" Sagina decumbens",0.334442105,"d Climate Segment f Climate Segment"
" Senna marilandica",0.514748515,"d Climate Segment f Climate Segment"
" Silphium asteriscus",0.514052231,"d Climate Segment f Climate Segment"
" Solidago bicolor",0.316100888,"d Climate Segment f Climate Segment"
" Strophostyles umbellata",0.118469565,"d Climate Segment f Climate Segment"
" Symphyotrichum patens",0.247500561,"d Climate Segment f Climate Segment"
" Tradescantia virginiana",0.41164898,"d Climate Segment f Climate Segment"
" Tridens flavus",0.8182,"d Climate Segment f Climate Segment"
" Trifolium reflexum",0.680965161,"d Climate Segment f Climate Segment"
" Verbesina helianthoides",0.108776618,"d Climate Segment f Climate Segment"
" Viburnum dentatum",0.240769811,"d Climate Segment f Climate Segment"
" Vitis aestivalis",0.162857822,"d Climate Segment f Climate Segment"
" Asplenium platyneuron",0.055114124,"c Climate Segment f Climate Segment"
" Diarrhena americana",0.274780707,"c Climate Segment f Climate Segment"
" Eutrochium fistulosum",0.258356129,"c Climate Segment f Climate Segment"
" Jeffersonia diphylla",0.085880412,"c Climate Segment f Climate Segment"
" Lactuca floridana",0.214304052,"c Climate Segment f Climate Segment"
" Morus rubra",0.166227815,"c Climate Segment f Climate Segment"
" Penstemon calycosus",0.38611878,"c Climate Segment f Climate Segment"
" Ruellia strepens",0.063310949,"c Climate Segment f Climate Segment"
" Scutellaria incana",0.4279,"c Climate Segment f Climate Segment"
" Sedum ternatum",0.173424712,"c Climate Segment f Climate Segment"
" Viola palmata",0.081683333,"c Climate Segment f Climate Segment"
" Borodinia dentata",0.08754323,"b Climate Segment f Climate Segment"
" Carex shortiana",0.059083056,"b Climate Segment f Climate Segment"
" Chaerophyllum procumbens",0.109427553,"b Climate Segment f Climate Segment"
" Cornus drummondii",0.176382665,"b Climate Segment f Climate Segment"
" Hybanthus concolor",0.132147097,"b Climate Segment f Climate Segment"
" Phacelia bipinnatifida",0.142183575,"b Climate Segment f Climate Segment"
" Rudbeckia triloba",0.144663666,"b Climate Segment f Climate Segment"
" Silene virginica",0.2223,"b Climate Segment f Climate Segment"
" Symphyotrichum shortii",0.132147097,"b Climate Segment f Climate Segment"
" Tradescantia subaspera",0.050844444,"b Climate Segment f Climate Segment"
" Valeriana pauciflora",0.06322649,"b Climate Segment f Climate Segment"
" Vernonia gigantea",0.099129756,"b Climate Segment f Climate Segment"
>>>>>>> b1fb11f5d93378a74feebd963fd9f1464e8b1d91
