,county,segment,speciesName,n,climatesp
18579,Marshall,a Climate Segment,Cicuta maculata,1,a Climate Segment Divide Cicuta maculata
18580,Marshall,a Climate Segment,Cinna arundinacea,1,a Climate Segment Divide Cinna arundinacea
18581,Marshall,a Climate Segment,Circaea canadensis,1,a Climate Segment Divide Circaea canadensis
18582,Marshall,a Climate Segment,Eutrochium purpureum,2,a Climate Segment Divide Eutrochium purpureum
18583,Marshall,a Climate Segment,Hypericum prolificum,1,a Climate Segment Divide Hypericum prolificum
18584,Marshall,a Climate Segment,Hypericum punctatum,1,a Climate Segment Divide Hypericum punctatum
18585,Marshall,a Climate Segment,Claytonia virginica,1,a Climate Segment Divide Claytonia virginica
18586,Marshall,a Climate Segment,Hydrophyllum appendiculatum,1,a Climate Segment Divide Hydrophyllum appendiculatum
18587,Marshall,a Climate Segment,Fraxinus nigra,1,a Climate Segment Divide Fraxinus nigra
18588,Marshall,a Climate Segment,Coleataenia rigidula,1,a Climate Segment Divide Coleataenia rigidula
18589,Marshall,a Climate Segment,Helianthus petiolaris,1,a Climate Segment Divide Helianthus petiolaris
18590,Marshall,a Climate Segment,Helianthus strumosus,2,a Climate Segment Divide Helianthus strumosus
18591,Marshall,a Climate Segment,Helianthus tuberosus,1,a Climate Segment Divide Helianthus tuberosus
18592,Marshall,a Climate Segment,Cornus racemosa,2,a Climate Segment Divide Cornus racemosa
18593,Marshall,a Climate Segment,Galium lanceolatum,1,a Climate Segment Divide Galium lanceolatum
18594,Marshall,a Climate Segment,Galium labradoricum,1,a Climate Segment Divide Galium labradoricum
18595,Marshall,a Climate Segment,Hypericum gentianoides,1,a Climate Segment Divide Hypericum gentianoides
18596,Marshall,a Climate Segment,Glyceria striata,1,a Climate Segment Divide Glyceria striata
18597,Marshall,a Climate Segment,Gratiola virginiana,1,a Climate Segment Divide Gratiola virginiana
18598,Marshall,a Climate Segment,Hamamelis virginiana,1,a Climate Segment Divide Hamamelis virginiana
18599,Marshall,a Climate Segment,Coeloglossum viride,1,a Climate Segment Divide Coeloglossum viride
18600,Marshall,a Climate Segment,Helianthus giganteus,2,a Climate Segment Divide Helianthus giganteus
18601,Marshall,a Climate Segment,Helianthus mollis,1,a Climate Segment Divide Helianthus mollis
18602,Marshall,a Climate Segment,Collinsia verna,1,a Climate Segment Divide Collinsia verna
18603,Marshall,a Climate Segment,Commelina erecta,2,a Climate Segment Divide Commelina erecta
18604,Marshall,a Climate Segment,Coreopsis palmata,1,a Climate Segment Divide Coreopsis palmata
18605,Marshall,a Climate Segment,Chelone glabra,1,a Climate Segment Divide Chelone glabra
18606,Marshall,a Climate Segment,Euthamia graminifolia,1,a Climate Segment Divide Euthamia graminifolia
18607,Marshall,a Climate Segment,Eutrochium maculatum,1,a Climate Segment Divide Eutrochium maculatum
18608,Marshall,a Climate Segment,Glyceria septentrionalis,1,a Climate Segment Divide Glyceria septentrionalis
18609,Marshall,a Climate Segment,Teucrium canadense,4,a Climate Segment Divide Teucrium canadense
18610,Marshall,a Climate Segment,Thalictrum dasycarpum,5,a Climate Segment Divide Thalictrum dasycarpum
18611,Marshall,a Climate Segment,Thalictrum dioicum,1,a Climate Segment Divide Thalictrum dioicum
18612,Marshall,a Climate Segment,Thalictrum thalictroides,1,a Climate Segment Divide Thalictrum thalictroides
18613,Marshall,a Climate Segment,Thaspium chapmanii,2,a Climate Segment Divide Thaspium chapmanii
18614,Marshall,a Climate Segment,Hydrastis canadensis,1,a Climate Segment Divide Hydrastis canadensis
18615,Marshall,a Climate Segment,Cephalanthus occidentalis,1,a Climate Segment Divide Cephalanthus occidentalis
18616,Marshall,a Climate Segment,Cerastium fontanum,1,a Climate Segment Divide Cerastium fontanum
18617,Marshall,a Climate Segment,Ceratophyllum demersum,1,a Climate Segment Divide Ceratophyllum demersum
18618,Marshall,a Climate Segment,Galium boreale,1,a Climate Segment Divide Galium boreale
18619,Marshall,a Climate Segment,Galium circaezans,1,a Climate Segment Divide Galium circaezans
18620,Marshall,a Climate Segment,Galium concinnum,1,a Climate Segment Divide Galium concinnum
18621,Marshall,a Climate Segment,Tephrosia virginiana,1,a Climate Segment Divide Tephrosia virginiana
18622,Marshall,a Climate Segment,Carex interior,1,a Climate Segment Divide Carex interior
18623,Marshall,a Climate Segment,Carex intumescens,1,a Climate Segment Divide Carex intumescens
18624,Marshall,a Climate Segment,Solidago rugosa,2,a Climate Segment Divide Solidago rugosa
18625,Marshall,a Climate Segment,Gaultheria procumbens,1,a Climate Segment Divide Gaultheria procumbens
18626,Marshall,a Climate Segment,Gaylussacia baccata,1,a Climate Segment Divide Gaylussacia baccata
18627,Marshall,a Climate Segment,Carex radiata,1,a Climate Segment Divide Carex radiata
18628,Marshall,a Climate Segment,Fragaria virginiana,1,a Climate Segment Divide Fragaria virginiana
18629,Marshall,a Climate Segment,Carex crinita,1,a Climate Segment Divide Carex crinita
18630,Marshall,a Climate Segment,Carex gracillima,1,a Climate Segment Divide Carex gracillima
18631,Marshall,a Climate Segment,Chamaecrista nictitans,1,a Climate Segment Divide Chamaecrista nictitans
18632,Marshall,a Climate Segment,Eurybia macrophylla,1,a Climate Segment Divide Eurybia macrophylla
18633,Marshall,a Climate Segment,Symphyotrichum urophyllum,2,a Climate Segment Divide Symphyotrichum urophyllum
18634,Marshall,a Climate Segment,Trillium recurvatum,2,a Climate Segment Divide Trillium recurvatum
18635,Marshall,a Climate Segment,Carpinus caroliniana,3,a Climate Segment Divide Carpinus caroliniana
18636,Marshall,a Climate Segment,Carya ovata,1,a Climate Segment Divide Carya ovata
18637,Marshall,a Climate Segment,Carya tomentosa,1,a Climate Segment Divide Carya tomentosa
18638,Marshall,a Climate Segment,Castilleja coccinea,1,a Climate Segment Divide Castilleja coccinea
18639,Marshall,a Climate Segment,Helianthus decapetalus,1,a Climate Segment Divide Helianthus decapetalus
18640,Marshall,a Climate Segment,Ceanothus americanus,1,a Climate Segment Divide Ceanothus americanus
18641,Marshall,a Climate Segment,Celastrus scandens,1,a Climate Segment Divide Celastrus scandens
18642,Marshall,a Climate Segment,Symphyotrichum firmum,1,a Climate Segment Divide Symphyotrichum firmum
18643,Marshall,a Climate Segment,Symphyotrichum lanceolatum,1,a Climate Segment Divide Symphyotrichum lanceolatum
18644,Marshall,a Climate Segment,Carex grayi,1,a Climate Segment Divide Carex grayi
18645,Marshall,a Climate Segment,Coreopsis tripteris,2,a Climate Segment Divide Coreopsis tripteris
18646,Marshall,a Climate Segment,Trillium flexipes,1,a Climate Segment Divide Trillium flexipes
18647,Marshall,a Climate Segment,Glyceria grandis,2,a Climate Segment Divide Glyceria grandis
18648,Marshall,a Climate Segment,Euphorbia maculata,1,a Climate Segment Divide Euphorbia maculata
18649,Marshall,a Climate Segment,Carex albursina,1,a Climate Segment Divide Carex albursina
18650,Marshall,a Climate Segment,Carex blanda,1,a Climate Segment Divide Carex blanda
18651,Marshall,a Climate Segment,Carex cephalophora,1,a Climate Segment Divide Carex cephalophora
18652,Marshall,a Climate Segment,Carex comosa,1,a Climate Segment Divide Carex comosa
18653,Marshall,a Climate Segment,Festuca subverticillata,1,a Climate Segment Divide Festuca subverticillata
18654,Marshall,a Climate Segment,Fraxinus americana,1,a Climate Segment Divide Fraxinus americana
18655,Marshall,a Climate Segment,Poa palustris,2,a Climate Segment Divide Poa palustris
18656,Marshall,a Climate Segment,Tilia americana,1,a Climate Segment Divide Tilia americana
18657,Marshall,a Climate Segment,Symphyotrichum novae-angliae,1,a Climate Segment Divide Symphyotrichum novae-angliae
18658,Marshall,a Climate Segment,Symphyotrichum oolentangiense,2,a Climate Segment Divide Symphyotrichum oolentangiense
18659,Marshall,a Climate Segment,Glyceria canadensis,1,a Climate Segment Divide Glyceria canadensis
18660,Marshall,a Climate Segment,Euphorbia dentata,1,a Climate Segment Divide Euphorbia dentata
18661,Marshall,a Climate Segment,Carex hystericina,1,a Climate Segment Divide Carex hystericina
18662,Marshall,a Climate Segment,Polystichum acrostichoides,1,a Climate Segment Divide Polystichum acrostichoides
18663,Marshall,a Climate Segment,Triosteum perfoliatum,1,a Climate Segment Divide Triosteum perfoliatum
18664,Marshall,a Climate Segment,Cornus sericea,1,a Climate Segment Divide Cornus sericea
18665,Marshall,a Climate Segment,Carex leptalea,1,a Climate Segment Divide Carex leptalea
18666,Marshall,a Climate Segment,Carex meadii,1,a Climate Segment Divide Carex meadii
18667,Marshall,a Climate Segment,Carex muehlenbergii,1,a Climate Segment Divide Carex muehlenbergii
18668,Marshall,a Climate Segment,Gentiana andrewsii,1,a Climate Segment Divide Gentiana andrewsii
18669,Marshall,a Climate Segment,Gentiana saponaria,1,a Climate Segment Divide Gentiana saponaria
18670,Marshall,a Climate Segment,Toxicodendron radicans,1,a Climate Segment Divide Toxicodendron radicans
18671,Marshall,a Climate Segment,Tradescantia ohiensis,2,a Climate Segment Divide Tradescantia ohiensis
18672,Marshall,a Climate Segment,Symphyotrichum puniceum,1,a Climate Segment Divide Symphyotrichum puniceum
18673,Marshall,a Climate Segment,Carex hitchcockiana,1,a Climate Segment Divide Carex hitchcockiana
18674,Marshall,a Climate Segment,Carex vulpinoidea,1,a Climate Segment Divide Carex vulpinoidea
18675,Marshall,a Climate Segment,Sporobolus vaginiflorus,1,a Climate Segment Divide Sporobolus vaginiflorus
18676,Marshall,a Climate Segment,Stachys hispida,1,a Climate Segment Divide Stachys hispida
18677,Marshall,a Climate Segment,Staphylea trifolia,1,a Climate Segment Divide Staphylea trifolia
18678,Marshall,a Climate Segment,Stellaria longifolia,1,a Climate Segment Divide Stellaria longifolia
18679,Marshall,a Climate Segment,Caulophyllum thalictroides,1,a Climate Segment Divide Caulophyllum thalictroides
18680,Marshall,a Climate Segment,Stuckenia pectinata,3,a Climate Segment Divide Stuckenia pectinata
18681,Marshall,a Climate Segment,Symphyotrichum boreale,1,a Climate Segment Divide Symphyotrichum boreale
18682,Marshall,a Climate Segment,Phlox maculata,1,a Climate Segment Divide Phlox maculata
18683,Marshall,a Climate Segment,Phlox paniculata,1,a Climate Segment Divide Phlox paniculata
18684,Marshall,a Climate Segment,Phlox pilosa,1,a Climate Segment Divide Phlox pilosa
18685,Marshall,a Climate Segment,Carex grisea,1,a Climate Segment Divide Carex grisea
18686,Marshall,a Climate Segment,Geum virginianum,1,a Climate Segment Divide Geum virginianum
18687,Marshall,a Climate Segment,Physostegia virginiana,1,a Climate Segment Divide Physostegia virginiana
18688,Marshall,a Climate Segment,Phytolacca americana,2,a Climate Segment Divide Phytolacca americana
18689,Marshall,a Climate Segment,Pilea pumila,1,a Climate Segment Divide Pilea pumila
18690,Marshall,a Climate Segment,Plantago aristata,1,a Climate Segment Divide Plantago aristata
18691,Marshall,a Climate Segment,Plantago rugelii,1,a Climate Segment Divide Plantago rugelii
18692,Marshall,a Climate Segment,Platanthera orbiculata,1,a Climate Segment Divide Platanthera orbiculata
18693,Marshall,a Climate Segment,Platanus occidentalis,1,a Climate Segment Divide Platanus occidentalis
18694,Marshall,a Climate Segment,Thaspium trifoliatum,1,a Climate Segment Divide Thaspium trifoliatum
18695,Marshall,a Climate Segment,Fimbristylis autumnalis,1,a Climate Segment Divide Fimbristylis autumnalis
18696,Marshall,a Climate Segment,Smilax lasioneura,1,a Climate Segment Divide Smilax lasioneura
18697,Marshall,a Climate Segment,Nymphaea odorata,1,a Climate Segment Divide Nymphaea odorata
18698,Marshall,a Climate Segment,Phyla lanceolata,1,a Climate Segment Divide Phyla lanceolata
18699,Marshall,a Climate Segment,Physalis heterophylla,1,a Climate Segment Divide Physalis heterophylla
18700,Marshall,a Climate Segment,Tridens flavus,1,a Climate Segment Divide Tridens flavus
18701,Marshall,a Climate Segment,Triglochin maritima,1,a Climate Segment Divide Triglochin maritima
18702,Marshall,a Climate Segment,Solidago ohioensis,1,a Climate Segment Divide Solidago ohioensis
18703,Marshall,a Climate Segment,Solidago patula,1,a Climate Segment Divide Solidago patula
18704,Marshall,a Climate Segment,Solidago riddellii,1,a Climate Segment Divide Solidago riddellii
18705,Marshall,a Climate Segment,Corydalis flavula,1,a Climate Segment Divide Corydalis flavula
18706,Marshall,a Climate Segment,Corylus americana,1,a Climate Segment Divide Corylus americana
18707,Marshall,a Climate Segment,Crataegus punctata,1,a Climate Segment Divide Crataegus punctata
18708,Marshall,a Climate Segment,Sonchus arvensis,1,a Climate Segment Divide Sonchus arvensis
18709,Marshall,a Climate Segment,Carex rosea,1,a Climate Segment Divide Carex rosea
18710,Marshall,a Climate Segment,Geranium carolinianum,1,a Climate Segment Divide Geranium carolinianum
18711,Marshall,a Climate Segment,Smilax tamnoides,1,a Climate Segment Divide Smilax tamnoides
18712,Marshall,a Climate Segment,Triadenum virginicum,1,a Climate Segment Divide Triadenum virginicum
18713,Marshall,a Climate Segment,Geum vernum,1,a Climate Segment Divide Geum vernum
18714,Marshall,a Climate Segment,Carex viridula,1,a Climate Segment Divide Carex viridula
18715,Marshall,a Climate Segment,Carex vesicaria,1,a Climate Segment Divide Carex vesicaria
18716,Marshall,a Climate Segment,Persicaria lapathifolia,1,a Climate Segment Divide Persicaria lapathifolia
18717,Marshall,a Climate Segment,Persicaria pensylvanica,2,a Climate Segment Divide Persicaria pensylvanica
18718,Marshall,a Climate Segment,Persicaria punctata,1,a Climate Segment Divide Persicaria punctata
18719,Marshall,a Climate Segment,Strophostyles helvola,1,a Climate Segment Divide Strophostyles helvola
18720,Marshall,a Climate Segment,Phegopteris hexagonoptera,1,a Climate Segment Divide Phegopteris hexagonoptera
18721,Marshall,a Climate Segment,Phlox divaricata,1,a Climate Segment Divide Phlox divaricata
18722,Marshall,a Climate Segment,Eryngium yuccifolium,1,a Climate Segment Divide Eryngium yuccifolium
18723,Marshall,a Climate Segment,Euonymus obovatus,1,a Climate Segment Divide Euonymus obovatus
18724,Marshall,a Climate Segment,Eupatorium perfoliatum,1,a Climate Segment Divide Eupatorium perfoliatum
18725,Marshall,a Climate Segment,Eupatorium serotinum,1,a Climate Segment Divide Eupatorium serotinum
18726,Marshall,a Climate Segment,Eupatorium sessilifolium,2,a Climate Segment Divide Eupatorium sessilifolium
18727,Marshall,a Climate Segment,Euphorbia corollata,2,a Climate Segment Divide Euphorbia corollata
18728,Marshall,a Climate Segment,Cardamine bulbosa,1,a Climate Segment Divide Cardamine bulbosa
18729,Marshall,a Climate Segment,Carex alata,1,a Climate Segment Divide Carex alata
18730,Marshall,a Climate Segment,Scutellaria galericulata,1,a Climate Segment Divide Scutellaria galericulata
18731,Marshall,a Climate Segment,Scutellaria lateriflora,1,a Climate Segment Divide Scutellaria lateriflora
18732,Marshall,a Climate Segment,Silene stellata,1,a Climate Segment Divide Silene stellata
18733,Marshall,a Climate Segment,Silphium integrifolium,1,a Climate Segment Divide Silphium integrifolium
18734,Marshall,a Climate Segment,Poa alsodes,2,a Climate Segment Divide Poa alsodes
18735,Marshall,a Climate Segment,Aronia melanocarpa,1,a Climate Segment Divide Aronia melanocarpa
18736,Marshall,a Climate Segment,Artemisia campestris,1,a Climate Segment Divide Artemisia campestris
18737,Marshall,a Climate Segment,Poa sylvestris,1,a Climate Segment Divide Poa sylvestris
18738,Marshall,a Climate Segment,Polemonium reptans,1,a Climate Segment Divide Polemonium reptans
18739,Marshall,a Climate Segment,Solidago caesia,1,a Climate Segment Divide Solidago caesia
18740,Marshall,a Climate Segment,Solidago canadensis,2,a Climate Segment Divide Solidago canadensis
18741,Marshall,a Climate Segment,Solidago nemoralis,1,a Climate Segment Divide Solidago nemoralis
18742,Marshall,a Climate Segment,Polygonum tenue,1,a Climate Segment Divide Polygonum tenue
18743,Marshall,a Climate Segment,Lobelia spicata,1,a Climate Segment Divide Lobelia spicata
18744,Marshall,a Climate Segment,Pontederia cordata,1,a Climate Segment Divide Pontederia cordata
18745,Marshall,a Climate Segment,Packera aurea,1,a Climate Segment Divide Packera aurea
18746,Marshall,a Climate Segment,Solidago speciosa,1,a Climate Segment Divide Solidago speciosa
18747,Marshall,a Climate Segment,Solidago uliginosa,1,a Climate Segment Divide Solidago uliginosa
18748,Marshall,a Climate Segment,Solidago ulmifolia,1,a Climate Segment Divide Solidago ulmifolia
18749,Marshall,a Climate Segment,Panicum virgatum,1,a Climate Segment Divide Panicum virgatum
18750,Marshall,a Climate Segment,Carex sartwellii,1,a Climate Segment Divide Carex sartwellii
18751,Marshall,a Climate Segment,Geranium maculatum,1,a Climate Segment Divide Geranium maculatum
18752,Marshall,a Climate Segment,Geum canadense,1,a Climate Segment Divide Geum canadense
18753,Marshall,a Climate Segment,Carex stricta,1,a Climate Segment Divide Carex stricta
18754,Marshall,a Climate Segment,Carex swanii,1,a Climate Segment Divide Carex swanii
18755,Marshall,a Climate Segment,Spirodela polyrhiza,2,a Climate Segment Divide Spirodela polyrhiza
18756,Marshall,a Climate Segment,Sporobolus clandestinus,1,a Climate Segment Divide Sporobolus clandestinus
18757,Marshall,a Climate Segment,Sporobolus compositus,1,a Climate Segment Divide Sporobolus compositus
18758,Marshall,a Climate Segment,Cyperus squarrosus,1,a Climate Segment Divide Cyperus squarrosus
18759,Marshall,a Climate Segment,Persicaria virginiana,1,a Climate Segment Divide Persicaria virginiana
18760,Marshall,a Climate Segment,Eragrostis hypnoides,1,a Climate Segment Divide Eragrostis hypnoides
18761,Marshall,a Climate Segment,Eragrostis pectinacea,1,a Climate Segment Divide Eragrostis pectinacea
18762,Marshall,a Climate Segment,Eragrostis spectabilis,1,a Climate Segment Divide Eragrostis spectabilis
18763,Marshall,a Climate Segment,Erigeron philadelphicus,1,a Climate Segment Divide Erigeron philadelphicus
18764,Marshall,a Climate Segment,Calopogon tuberosus,1,a Climate Segment Divide Calopogon tuberosus
18765,Marshall,a Climate Segment,Caltha palustris,1,a Climate Segment Divide Caltha palustris
18766,Marshall,a Climate Segment,Campanula aparinoides,1,a Climate Segment Divide Campanula aparinoides
18767,Marshall,a Climate Segment,Campanula rotundifolia,1,a Climate Segment Divide Campanula rotundifolia
18768,Marshall,a Climate Segment,Campanulastrum americanum,1,a Climate Segment Divide Campanulastrum americanum
18769,Marshall,a Climate Segment,Campsis radicans,1,a Climate Segment Divide Campsis radicans
18770,Marshall,a Climate Segment,Scrophularia lanceolata,2,a Climate Segment Divide Scrophularia lanceolata
18771,Marshall,a Climate Segment,Muhlenbergia glomerata,1,a Climate Segment Divide Muhlenbergia glomerata
18772,Marshall,a Climate Segment,Muhlenbergia mexicana,1,a Climate Segment Divide Muhlenbergia mexicana
18773,Marshall,a Climate Segment,Myriophyllum sibiricum,1,a Climate Segment Divide Myriophyllum sibiricum
18774,Marshall,a Climate Segment,Sisyrinchium albidum,2,a Climate Segment Divide Sisyrinchium albidum
18775,Marshall,a Climate Segment,Nabalus altissimus,1,a Climate Segment Divide Nabalus altissimus
18776,Marshall,a Climate Segment,Najas flexilis,1,a Climate Segment Divide Najas flexilis
18777,Marshall,a Climate Segment,Artemisia ludoviciana,1,a Climate Segment Divide Artemisia ludoviciana
18778,Marshall,a Climate Segment,Asarum canadense,1,a Climate Segment Divide Asarum canadense
18779,Marshall,a Climate Segment,Polygala polygama,1,a Climate Segment Divide Polygala polygama
18780,Marshall,a Climate Segment,Polygala sanguinea,1,a Climate Segment Divide Polygala sanguinea
18781,Marshall,a Climate Segment,Polygonatum biflorum,2,a Climate Segment Divide Polygonatum biflorum
18782,Marshall,a Climate Segment,Lobelia siphilitica,1,a Climate Segment Divide Lobelia siphilitica
18783,Marshall,a Climate Segment,Oenothera villosa,1,a Climate Segment Divide Oenothera villosa
18784,Marshall,a Climate Segment,Lonicera dioica,1,a Climate Segment Divide Lonicera dioica
18785,Marshall,a Climate Segment,Populus deltoides,1,a Climate Segment Divide Populus deltoides
18786,Marshall,a Climate Segment,Typha latifolia,1,a Climate Segment Divide Typha latifolia
18787,Marshall,a Climate Segment,Ulmus rubra,1,a Climate Segment Divide Ulmus rubra
18788,Marshall,a Climate Segment,Hypoxis hirsuta,1,a Climate Segment Divide Hypoxis hirsuta
18789,Marshall,a Climate Segment,Crocanthemum canadense,1,a Climate Segment Divide Crocanthemum canadense
18790,Marshall,a Climate Segment,Sorghastrum nutans,1,a Climate Segment Divide Sorghastrum nutans
18791,Marshall,a Climate Segment,Carex sparganioides,1,a Climate Segment Divide Carex sparganioides
18792,Marshall,a Climate Segment,Carex stipata,2,a Climate Segment Divide Carex stipata
18793,Marshall,a Climate Segment,Spiraea tomentosa,1,a Climate Segment Divide Spiraea tomentosa
18794,Marshall,a Climate Segment,Spiranthes cernua,1,a Climate Segment Divide Spiranthes cernua
18795,Marshall,a Climate Segment,Cyperus erythrorhizos,1,a Climate Segment Divide Cyperus erythrorhizos
18796,Marshall,a Climate Segment,Cyperus lupulinus,1,a Climate Segment Divide Cyperus lupulinus
18797,Marshall,a Climate Segment,Cyperus odoratus,2,a Climate Segment Divide Cyperus odoratus
18798,Marshall,a Climate Segment,Penthorum sedoides,1,a Climate Segment Divide Penthorum sedoides
18799,Marshall,a Climate Segment,Andropogon gerardi,1,a Climate Segment Divide Andropogon gerardi
18800,Marshall,a Climate Segment,Anemone americana,1,a Climate Segment Divide Anemone americana
18801,Marshall,a Climate Segment,Anemone cylindrica,1,a Climate Segment Divide Anemone cylindrica
18802,Marshall,a Climate Segment,Anemone quinquefolia,1,a Climate Segment Divide Anemone quinquefolia
18803,Marshall,a Climate Segment,Anemone virginiana,1,a Climate Segment Divide Anemone virginiana
18804,Marshall,a Climate Segment,Angelica atropurpurea,1,a Climate Segment Divide Angelica atropurpurea
18805,Marshall,a Climate Segment,Antennaria neglecta,2,a Climate Segment Divide Antennaria neglecta
18806,Marshall,a Climate Segment,Antennaria parlinii,1,a Climate Segment Divide Antennaria parlinii
18807,Marshall,a Climate Segment,Anthoxanthum hirtum,1,a Climate Segment Divide Anthoxanthum hirtum
18808,Marshall,a Climate Segment,Apocynum androsaemifolium,2,a Climate Segment Divide Apocynum androsaemifolium
18809,Marshall,a Climate Segment,Apocynum cannabinum,1,a Climate Segment Divide Apocynum cannabinum
18810,Marshall,a Climate Segment,Aquilegia canadensis,1,a Climate Segment Divide Aquilegia canadensis
18811,Marshall,a Climate Segment,Arabis pycnocarpa,1,a Climate Segment Divide Arabis pycnocarpa
18812,Marshall,a Climate Segment,Aralia nudicaulis,1,a Climate Segment Divide Aralia nudicaulis
18813,Marshall,a Climate Segment,Aristida purpurascens,1,a Climate Segment Divide Aristida purpurascens
18814,Marshall,a Climate Segment,Nabalus albus,1,a Climate Segment Divide Nabalus albus
18815,Marshall,a Climate Segment,Dichanthelium oligosanthes,3,a Climate Segment Divide Dichanthelium oligosanthes
18816,Marshall,a Climate Segment,Dichanthelium ovale,2,a Climate Segment Divide Dichanthelium ovale
18817,Marshall,a Climate Segment,Najas guadalupensis,2,a Climate Segment Divide Najas guadalupensis
18818,Marshall,a Climate Segment,Doellingeria umbellata,1,a Climate Segment Divide Doellingeria umbellata
18819,Marshall,a Climate Segment,Nyssa sylvatica,1,a Climate Segment Divide Nyssa sylvatica
18820,Marshall,a Climate Segment,Oenothera biennis,1,a Climate Segment Divide Oenothera biennis
18821,Marshall,a Climate Segment,Oenothera clelandii,1,a Climate Segment Divide Oenothera clelandii
18822,Marshall,a Climate Segment,Oenothera laciniata,1,a Climate Segment Divide Oenothera laciniata
18823,Marshall,a Climate Segment,Asclepias tuberosa,1,a Climate Segment Divide Asclepias tuberosa
18824,Marshall,a Climate Segment,Osmorhiza claytonii,1,a Climate Segment Divide Osmorhiza claytonii
18825,Marshall,a Climate Segment,Oxypolis rigidior,1,a Climate Segment Divide Oxypolis rigidior
18826,Marshall,a Climate Segment,Acer nigrum,1,a Climate Segment Divide Acer nigrum
18827,Marshall,a Climate Segment,Populus grandidentata,2,a Climate Segment Divide Populus grandidentata
18828,Marshall,a Climate Segment,Packera paupercula,1,a Climate Segment Divide Packera paupercula
18829,Marshall,a Climate Segment,Packera plattensis,1,a Climate Segment Divide Packera plattensis
18830,Marshall,a Climate Segment,Panicum dichotomiflorum,1,a Climate Segment Divide Panicum dichotomiflorum
18831,Marshall,a Climate Segment,Spartina pectinata,1,a Climate Segment Divide Spartina pectinata
18832,Marshall,a Climate Segment,Spiraea alba,1,a Climate Segment Divide Spiraea alba
18833,Marshall,a Climate Segment,Cyperus bipartitus,1,a Climate Segment Divide Cyperus bipartitus
18834,Marshall,a Climate Segment,Cyperus diandrus,1,a Climate Segment Divide Cyperus diandrus
18835,Marshall,a Climate Segment,Pedicularis canadensis,2,a Climate Segment Divide Pedicularis canadensis
18836,Marshall,a Climate Segment,Pedicularis lanceolata,1,a Climate Segment Divide Pedicularis lanceolata
18837,Marshall,a Climate Segment,Peltandra virginica,1,a Climate Segment Divide Peltandra virginica
18838,Marshall,a Climate Segment,Amphicarpaea bracteata,1,a Climate Segment Divide Amphicarpaea bracteata
18839,Marshall,a Climate Segment,Bromus ciliatus,2,a Climate Segment Divide Bromus ciliatus
18840,Marshall,a Climate Segment,Bromus nottowayanus,1,a Climate Segment Divide Bromus nottowayanus
18841,Marshall,a Climate Segment,Buglossoides arvensis,1,a Climate Segment Divide Buglossoides arvensis
18842,Marshall,a Climate Segment,Bulbostylis capillaris,1,a Climate Segment Divide Bulbostylis capillaris
18843,Marshall,a Climate Segment,Calamagrostis canadensis,1,a Climate Segment Divide Calamagrostis canadensis
18844,Marshall,a Climate Segment,Calamagrostis stricta,2,a Climate Segment Divide Calamagrostis stricta
18845,Marshall,a Climate Segment,Sassafras albidum,1,a Climate Segment Divide Sassafras albidum
18846,Marshall,a Climate Segment,Schizachyrium scoparium,1,a Climate Segment Divide Schizachyrium scoparium
18847,Marshall,a Climate Segment,Schoenoplectiella smithii,1,a Climate Segment Divide Schoenoplectiella smithii
18848,Marshall,a Climate Segment,Schoenoplectus pungens,1,a Climate Segment Divide Schoenoplectus pungens
18849,Marshall,a Climate Segment,Scirpus atrovirens,1,a Climate Segment Divide Scirpus atrovirens
18850,Marshall,a Climate Segment,Scirpus cyperinus,1,a Climate Segment Divide Scirpus cyperinus
18851,Marshall,a Climate Segment,Scleria verticillata,1,a Climate Segment Divide Scleria verticillata
18852,Marshall,a Climate Segment,Dichanthelium acuminatum,5,a Climate Segment Divide Dichanthelium acuminatum
18853,Marshall,a Climate Segment,Dichanthelium clandestinum,1,a Climate Segment Divide Dichanthelium clandestinum
18854,Marshall,a Climate Segment,Dichanthelium dichotomum,2,a Climate Segment Divide Dichanthelium dichotomum
18855,Marshall,a Climate Segment,Dichanthelium linearifolium,2,a Climate Segment Divide Dichanthelium linearifolium
18856,Marshall,a Climate Segment,Liatris spicata,1,a Climate Segment Divide Liatris spicata
18857,Marshall,a Climate Segment,Digitaria cognata,2,a Climate Segment Divide Digitaria cognata
18858,Marshall,a Climate Segment,Lindera benzoin,1,a Climate Segment Divide Lindera benzoin
18859,Marshall,a Climate Segment,Dryopteris carthusiana,1,a Climate Segment Divide Dryopteris carthusiana
18860,Marshall,a Climate Segment,Asclepias amplexicaulis,1,a Climate Segment Divide Asclepias amplexicaulis
18861,Marshall,a Climate Segment,Asclepias incarnata,1,a Climate Segment Divide Asclepias incarnata
18862,Marshall,a Climate Segment,Asclepias syriaca,2,a Climate Segment Divide Asclepias syriaca
18863,Marshall,a Climate Segment,Lobelia cardinalis,1,a Climate Segment Divide Lobelia cardinalis
18864,Marshall,a Climate Segment,Asclepias verticillata,2,a Climate Segment Divide Asclepias verticillata
18865,Marshall,a Climate Segment,Acalypha rhomboidea,1,a Climate Segment Divide Acalypha rhomboidea
18866,Marshall,a Climate Segment,Ludwigia alternifolia,1,a Climate Segment Divide Ludwigia alternifolia
18867,Marshall,a Climate Segment,Ludwigia polycarpa,1,a Climate Segment Divide Ludwigia polycarpa
